;Reservoirs;Sparsity;Spectral Radius;Fitness
0;239.0;0.051;0.787;-0.15
1;239.0;0.051;0.787;-0.15
2;239.0;0.051;0.787;-0.15
3;239.0;0.051;0.787;-0.15
4;239.0;0.051;0.787;-0.15
5;239.0;0.051;0.787;-0.15
6;239.0;0.051;0.787;-0.15
7;239.0;0.051;0.787;-0.15
8;313.0;0.627;0.199;-0.16666666666666666
9;313.0;0.627;0.199;-0.16666666666666666
10;313.0;0.627;0.199;-0.16666666666666666
11;313.0;0.627;0.199;-0.16666666666666666
12;313.0;0.627;0.199;-0.16666666666666666
13;313.0;0.627;0.199;-0.16666666666666666
14;313.0;0.627;0.199;-0.16666666666666666
15;313.0;0.627;0.199;-0.16666666666666666
16;313.0;0.627;0.199;-0.16666666666666666
17;313.0;0.627;0.199;-0.16666666666666666
18;313.0;0.627;0.199;-0.16666666666666666
19;313.0;0.627;0.199;-0.16666666666666666
20;313.0;0.627;0.199;-0.16666666666666666
21;313.0;0.627;0.199;-0.16666666666666666
22;313.0;0.627;0.199;-0.16666666666666666
23;313.0;0.627;0.199;-0.16666666666666666
24;313.0;0.627;0.199;-0.16666666666666666
25;313.0;0.627;0.199;-0.16666666666666666
26;313.0;0.627;0.199;-0.16666666666666666
27;313.0;0.627;0.199;-0.16666666666666666
28;313.0;0.627;0.199;-0.16666666666666666
29;313.0;0.627;0.199;-0.16666666666666666
30;313.0;0.627;0.199;-0.16666666666666666
31;313.0;0.627;0.199;-0.16666666666666666
32;313.0;0.627;0.199;-0.16666666666666666
33;313.0;0.627;0.199;-0.16666666666666666
34;313.0;0.627;0.199;-0.16666666666666666
35;313.0;0.627;0.199;-0.16666666666666666
36;313.0;0.627;0.199;-0.16666666666666666
37;324.0;0.191;0.342;-0.17500000000000002
38;324.0;0.191;0.342;-0.17500000000000002
39;324.0;0.191;0.342;-0.17500000000000002
40;324.0;0.191;0.342;-0.17500000000000002
41;324.0;0.191;0.342;-0.17500000000000002
42;324.0;0.191;0.342;-0.17500000000000002
43;324.0;0.191;0.342;-0.17500000000000002
44;324.0;0.191;0.342;-0.17500000000000002
45;324.0;0.191;0.342;-0.17500000000000002
46;324.0;0.191;0.342;-0.17500000000000002
47;324.0;0.191;0.342;-0.17500000000000002
48;353.0;0.293;0.633;-0.18333333333333332
49;353.0;0.293;0.633;-0.18333333333333332
50;353.0;0.293;0.633;-0.18333333333333332
51;353.0;0.293;0.633;-0.18333333333333332
52;353.0;0.293;0.633;-0.18333333333333332
53;353.0;0.293;0.633;-0.18333333333333332
54;353.0;0.293;0.633;-0.18333333333333332
55;353.0;0.293;0.633;-0.18333333333333332
56;353.0;0.293;0.633;-0.18333333333333332
57;353.0;0.293;0.633;-0.18333333333333332
58;353.0;0.293;0.633;-0.18333333333333332
59;335.0;0.313;0.394;-0.20833333333333334
60;335.0;0.313;0.394;-0.20833333333333334
61;335.0;0.313;0.394;-0.20833333333333334
62;335.0;0.313;0.394;-0.20833333333333334
63;335.0;0.313;0.394;-0.20833333333333334
64;335.0;0.313;0.394;-0.20833333333333334
65;335.0;0.313;0.394;-0.20833333333333334
66;335.0;0.313;0.394;-0.20833333333333334
67;335.0;0.313;0.394;-0.20833333333333334
68;335.0;0.313;0.394;-0.20833333333333334
69;335.0;0.313;0.394;-0.20833333333333334
70;192.0;0.478;0.299;-0.225
71;192.0;0.478;0.299;-0.225
72;192.0;0.478;0.299;-0.225
73;192.0;0.478;0.299;-0.225
74;192.0;0.478;0.299;-0.225
75;192.0;0.478;0.299;-0.225
76;192.0;0.478;0.299;-0.225
77;192.0;0.478;0.299;-0.225
78;192.0;0.478;0.299;-0.225
79;192.0;0.478;0.299;-0.225
80;192.0;0.478;0.299;-0.225
81;192.0;0.478;0.299;-0.225
82;192.0;0.478;0.299;-0.225
83;192.0;0.478;0.299;-0.225
84;192.0;0.478;0.299;-0.225
85;192.0;0.478;0.299;-0.225
86;192.0;0.478;0.299;-0.225
87;192.0;0.478;0.299;-0.225
88;192.0;0.478;0.299;-0.225
89;192.0;0.478;0.299;-0.225
90;192.0;0.478;0.299;-0.225
91;192.0;0.478;0.299;-0.225
