;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;123;206;gbtree;0.973;0.8403;-0.20833333333333334
1;123;206;gbtree;0.973;0.8403;-0.20833333333333334
2;123;206;gbtree;0.973;0.8403;-0.20833333333333334
3;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
4;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
5;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
6;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
7;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
8;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
9;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
10;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
11;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
12;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
13;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
14;125;205;gbtree;0.9848;0.8847;-0.21666666666666665
