;Units;Epochs;Batch Size;Activation;Fitness
0;186;181;314;linear;-0.175
1;186;181;314;linear;-0.175
2;43;102;288;linear;-0.19166666666666668
3;43;102;288;linear;-0.19166666666666668
4;43;102;288;linear;-0.19166666666666668
5;43;102;288;linear;-0.19166666666666668
6;43;102;288;linear;-0.19166666666666668
7;43;102;288;linear;-0.19166666666666668
8;43;102;288;linear;-0.19166666666666668
9;43;102;288;linear;-0.19166666666666668
10;386;201;51;softsign;-0.2
11;386;201;51;softsign;-0.2
12;386;201;51;softsign;-0.2
13;386;201;51;softsign;-0.2
14;386;201;51;softsign;-0.2
15;386;201;51;softsign;-0.2
16;386;201;51;softsign;-0.2
17;386;201;51;softsign;-0.2
18;386;201;51;softsign;-0.2
19;386;201;51;softsign;-0.2
20;386;201;51;softsign;-0.2
21;386;201;51;softsign;-0.2
22;386;201;51;softsign;-0.2
23;386;201;51;softsign;-0.2
24;386;201;51;softsign;-0.2
25;386;201;51;softsign;-0.2
26;386;201;51;softsign;-0.2
27;386;201;51;softsign;-0.2
28;386;201;51;softsign;-0.2
29;386;201;51;softsign;-0.2
30;386;201;51;softsign;-0.2
31;386;201;51;softsign;-0.2
32;386;201;51;softsign;-0.2
33;386;201;51;softsign;-0.2
34;386;201;51;softsign;-0.2
35;386;201;51;softsign;-0.2
36;386;201;51;softsign;-0.2
37;386;201;51;softsign;-0.2
38;386;201;51;softsign;-0.2
39;386;201;51;softsign;-0.2
40;386;201;51;softsign;-0.2
41;386;201;51;softsign;-0.2
42;386;201;51;softsign;-0.2
43;386;201;51;softsign;-0.2
44;386;201;51;softsign;-0.2
45;386;201;51;softsign;-0.2
46;386;201;51;softsign;-0.2
47;386;201;51;softsign;-0.2
48;386;201;51;softsign;-0.2
49;386;201;51;softsign;-0.2
50;386;201;51;softsign;-0.2
51;386;201;51;softsign;-0.2
52;386;201;51;softsign;-0.2
53;386;201;51;softsign;-0.2
54;386;201;51;softsign;-0.2
55;386;201;51;softsign;-0.2
56;386;201;51;softsign;-0.2
57;386;201;51;softsign;-0.2
58;386;201;51;softsign;-0.2
59;386;201;51;softsign;-0.2
60;386;201;51;softsign;-0.2
61;386;201;51;softsign;-0.2
62;386;201;51;softsign;-0.2
63;386;201;51;softsign;-0.2
64;386;201;51;softsign;-0.2
65;386;201;51;softsign;-0.2
66;386;201;51;softsign;-0.2
67;386;201;51;softsign;-0.2
68;386;201;51;softsign;-0.2
69;386;201;51;softsign;-0.2
70;386;201;51;softsign;-0.2
71;386;201;51;softsign;-0.2
72;386;201;51;softsign;-0.2
73;386;201;51;softsign;-0.2
