;Units;Epochs;Batch Size;Activation;Fitness
0;257;124;323;softsign;-0.18333333333333335
1;257;124;323;softsign;-0.18333333333333335
2;257;124;323;softsign;-0.18333333333333335
3;139;192;333;tanh;-0.19166666666666665
4;139;192;333;tanh;-0.19166666666666665
5;139;192;333;tanh;-0.19166666666666665
6;139;192;333;tanh;-0.19166666666666665
7;139;192;333;tanh;-0.19166666666666665
8;126;196;334;tanh;-0.2166666666666667
9;126;196;334;tanh;-0.2166666666666667
10;126;196;334;tanh;-0.2166666666666667
11;126;196;334;tanh;-0.2166666666666667
12;126;196;334;tanh;-0.2166666666666667
13;126;196;334;tanh;-0.2166666666666667
14;126;196;334;tanh;-0.2166666666666667
