;Units;Epochs;Batch Size;Activation;Fitness
0;219;223;247;softsign;-0.18333333333333332
1;219;223;247;softsign;-0.18333333333333332
2;219;223;247;softsign;-0.18333333333333332
3;219;223;247;softsign;-0.18333333333333332
4;219;223;247;softsign;-0.18333333333333332
5;219;223;247;softsign;-0.18333333333333332
6;219;223;247;softsign;-0.18333333333333332
7;219;223;247;softsign;-0.18333333333333332
8;219;223;247;softsign;-0.18333333333333332
9;219;223;247;softsign;-0.18333333333333332
10;219;223;247;softsign;-0.18333333333333332
11;219;223;247;softsign;-0.18333333333333332
12;219;223;247;softsign;-0.18333333333333332
13;219;223;247;softsign;-0.18333333333333332
14;219;223;247;softsign;-0.18333333333333332
15;219;223;247;softsign;-0.18333333333333332
16;219;223;247;softsign;-0.18333333333333332
17;219;223;247;softsign;-0.18333333333333332
18;219;223;247;softsign;-0.18333333333333332
19;219;223;247;softsign;-0.18333333333333332
20;219;223;247;softsign;-0.18333333333333332
21;219;223;247;softsign;-0.18333333333333332
22;219;223;247;softsign;-0.18333333333333332
23;219;223;247;softsign;-0.18333333333333332
24;219;223;247;softsign;-0.18333333333333332
25;219;223;247;softsign;-0.18333333333333332
26;219;223;247;softsign;-0.18333333333333332
27;219;223;247;softsign;-0.18333333333333332
28;219;223;247;softsign;-0.18333333333333332
29;219;223;247;softsign;-0.18333333333333332
30;219;223;247;softsign;-0.18333333333333332
31;219;223;247;softsign;-0.18333333333333332
32;219;223;247;softsign;-0.18333333333333332
33;219;223;247;softsign;-0.18333333333333332
34;219;223;247;softsign;-0.18333333333333332
35;219;223;247;softsign;-0.18333333333333332
36;219;223;247;softsign;-0.18333333333333332
37;219;223;247;softsign;-0.18333333333333332
38;219;223;247;softsign;-0.18333333333333332
39;219;223;247;softsign;-0.18333333333333332
40;219;223;247;softsign;-0.18333333333333332
41;219;223;247;softsign;-0.18333333333333332
42;219;223;247;softsign;-0.18333333333333332
43;219;223;247;softsign;-0.18333333333333332
44;219;223;247;softsign;-0.18333333333333332
45;219;223;247;softsign;-0.18333333333333332
46;219;223;247;softsign;-0.18333333333333332
47;219;223;247;softsign;-0.18333333333333332
48;219;223;247;softsign;-0.18333333333333332
49;219;223;247;softsign;-0.18333333333333332
50;24;239;79;linear;-0.2
51;24;239;79;linear;-0.2
52;24;239;79;linear;-0.2
53;24;239;79;linear;-0.2
54;24;239;79;linear;-0.2
55;24;239;79;linear;-0.2
56;24;239;79;linear;-0.2
57;24;239;79;linear;-0.2
58;24;239;79;linear;-0.2
59;24;239;79;linear;-0.2
60;24;239;79;linear;-0.2
61;24;239;79;linear;-0.2
62;24;239;79;linear;-0.2
63;24;239;79;linear;-0.2
64;24;239;79;linear;-0.2
65;24;239;79;linear;-0.2
66;24;239;79;linear;-0.2
67;24;239;79;linear;-0.2
68;19;327;102;linear;-0.20833333333333331
69;19;327;102;linear;-0.20833333333333331
70;19;327;102;linear;-0.20833333333333331
71;19;327;102;linear;-0.20833333333333331
72;14;302;92;linear;-0.21666666666666665
73;14;302;92;linear;-0.21666666666666665
74;14;302;92;linear;-0.21666666666666665
75;14;302;92;linear;-0.21666666666666665
76;16;291;99;linear;-0.2166666666666667
77;16;291;99;linear;-0.2166666666666667
78;16;291;99;linear;-0.2166666666666667
79;16;291;99;linear;-0.2166666666666667
80;16;291;99;linear;-0.2166666666666667
81;16;291;99;linear;-0.2166666666666667
82;16;291;99;linear;-0.2166666666666667
83;16;291;99;linear;-0.2166666666666667
84;16;291;99;linear;-0.2166666666666667
85;16;291;99;linear;-0.2166666666666667
86;16;291;99;linear;-0.2166666666666667
87;16;291;99;linear;-0.2166666666666667
88;16;291;99;linear;-0.2166666666666667
89;16;291;99;linear;-0.2166666666666667
90;16;291;99;linear;-0.2166666666666667
91;16;291;99;linear;-0.2166666666666667
92;16;291;99;linear;-0.2166666666666667
93;16;291;99;linear;-0.2166666666666667
94;16;291;99;linear;-0.2166666666666667
95;16;291;99;linear;-0.2166666666666667
96;16;291;99;linear;-0.2166666666666667
97;16;291;99;linear;-0.2166666666666667
98;16;291;99;linear;-0.2166666666666667
99;16;291;99;linear;-0.2166666666666667
100;16;291;99;linear;-0.2166666666666667
101;16;291;99;linear;-0.2166666666666667
102;16;291;99;linear;-0.2166666666666667
103;16;291;99;linear;-0.2166666666666667
104;16;291;99;linear;-0.2166666666666667
105;16;291;99;linear;-0.2166666666666667
106;16;291;99;linear;-0.2166666666666667
107;16;291;99;linear;-0.2166666666666667
108;16;291;99;linear;-0.2166666666666667
109;16;291;99;linear;-0.2166666666666667
110;16;291;99;linear;-0.2166666666666667
111;16;291;99;linear;-0.2166666666666667
112;16;291;99;linear;-0.2166666666666667
113;16;291;99;linear;-0.2166666666666667
114;16;291;99;linear;-0.2166666666666667
115;16;291;99;linear;-0.2166666666666667
116;16;291;99;linear;-0.2166666666666667
117;16;291;99;linear;-0.2166666666666667
118;16;291;99;linear;-0.2166666666666667
119;16;291;99;linear;-0.2166666666666667
120;16;291;99;linear;-0.2166666666666667
121;16;291;99;linear;-0.2166666666666667
122;16;291;99;linear;-0.2166666666666667
123;16;291;99;linear;-0.2166666666666667
124;16;291;99;linear;-0.2166666666666667
125;16;291;99;linear;-0.2166666666666667
126;16;291;99;linear;-0.2166666666666667
127;16;291;99;linear;-0.2166666666666667
128;16;291;99;linear;-0.2166666666666667
129;16;291;99;linear;-0.2166666666666667
130;16;291;99;linear;-0.2166666666666667
131;16;291;99;linear;-0.2166666666666667
132;16;291;99;linear;-0.2166666666666667
