;Hidden Layers;Alpha;Activation;Fitness
0;219;0.53;relu;-0.10833333333333332
1;219;0.53;relu;-0.10833333333333332
2;247;0.4;logistic;-0.13333333333333333
3;247;0.4;logistic;-0.13333333333333333
4;247;0.4;logistic;-0.13333333333333333
5;247;0.4;logistic;-0.13333333333333333
6;195;0.3;identity;-0.18333333333333335
7;195;0.3;identity;-0.18333333333333335
8;195;0.3;identity;-0.18333333333333335
9;195;0.3;identity;-0.18333333333333335
10;195;0.3;identity;-0.18333333333333335
11;195;0.3;identity;-0.18333333333333335
12;195;0.3;identity;-0.18333333333333335
13;195;0.3;identity;-0.18333333333333335
14;195;0.3;identity;-0.18333333333333335
15;195;0.3;identity;-0.18333333333333335
16;195;0.3;identity;-0.18333333333333335
17;195;0.3;identity;-0.18333333333333335
18;195;0.3;identity;-0.18333333333333335
19;195;0.3;identity;-0.18333333333333335
20;195;0.3;identity;-0.18333333333333335
21;195;0.3;identity;-0.18333333333333335
22;195;0.3;identity;-0.18333333333333335
23;195;0.3;identity;-0.18333333333333335
24;195;0.3;identity;-0.18333333333333335
25;195;0.3;identity;-0.18333333333333335
26;131;0.07;identity;-0.2
27;55;0.37;identity;-0.3
28;55;0.37;identity;-0.3
29;55;0.37;identity;-0.3
30;55;0.37;identity;-0.3
31;55;0.37;identity;-0.3
32;55;0.37;identity;-0.3
33;55;0.37;identity;-0.3
34;55;0.37;identity;-0.3
35;55;0.37;identity;-0.3
36;55;0.37;identity;-0.3
37;55;0.37;identity;-0.3
38;55;0.37;identity;-0.3
39;55;0.37;identity;-0.3
40;55;0.37;identity;-0.3
41;55;0.37;identity;-0.3
42;55;0.37;identity;-0.3
43;55;0.37;identity;-0.3
44;55;0.37;identity;-0.3
45;55;0.37;identity;-0.3
46;55;0.37;identity;-0.3
47;55;0.37;identity;-0.3
48;55;0.37;identity;-0.3
49;55;0.37;identity;-0.3
50;55;0.37;identity;-0.3
51;52;0.16;identity;-0.375
52;52;0.16;identity;-0.375
53;52;0.16;identity;-0.375
54;52;0.16;identity;-0.375
55;52;0.16;identity;-0.375
56;52;0.16;identity;-0.375
57;52;0.16;identity;-0.375
58;52;0.16;identity;-0.375
59;52;0.16;identity;-0.375
60;52;0.16;identity;-0.375
61;52;0.16;identity;-0.375
62;52;0.16;identity;-0.375
63;52;0.16;identity;-0.375
64;52;0.16;identity;-0.375
65;52;0.16;identity;-0.375
66;52;0.16;identity;-0.375
67;52;0.16;identity;-0.375
68;52;0.16;identity;-0.375
69;52;0.16;identity;-0.375
70;52;0.16;identity;-0.375
71;52;0.16;identity;-0.375
72;52;0.16;identity;-0.375
73;100;0.04;identity;-0.4
74;100;0.04;identity;-0.4
75;100;0.04;identity;-0.4
76;100;0.04;identity;-0.4
77;100;0.04;identity;-0.4
78;100;0.04;identity;-0.4
79;100;0.04;identity;-0.4
80;100;0.04;identity;-0.4
81;100;0.04;identity;-0.4
82;100;0.04;identity;-0.4
83;100;0.04;identity;-0.4
84;100;0.04;identity;-0.4
85;100;0.04;identity;-0.4
86;100;0.04;identity;-0.4
87;100;0.04;identity;-0.4
88;100;0.04;identity;-0.4
89;100;0.04;identity;-0.4
90;100;0.04;identity;-0.4
91;100;0.04;identity;-0.4
92;100;0.04;identity;-0.4
93;100;0.04;identity;-0.4
94;100;0.04;identity;-0.4
95;100;0.04;identity;-0.4
96;100;0.04;identity;-0.4
97;100;0.04;identity;-0.4
98;100;0.04;identity;-0.4
99;100;0.04;identity;-0.4
100;100;0.04;identity;-0.4
101;100;0.04;identity;-0.4
102;100;0.04;identity;-0.4
103;100;0.04;identity;-0.4
104;100;0.04;identity;-0.4
105;100;0.04;identity;-0.4
106;100;0.04;identity;-0.4
107;100;0.04;identity;-0.4
108;100;0.04;identity;-0.4
109;100;0.04;identity;-0.4
110;100;0.04;identity;-0.4
111;100;0.04;identity;-0.4
112;100;0.04;identity;-0.4
113;100;0.04;identity;-0.4
114;100;0.04;identity;-0.4
115;100;0.04;identity;-0.4
116;100;0.04;identity;-0.4
117;100;0.04;identity;-0.4
118;100;0.04;identity;-0.4
119;100;0.04;identity;-0.4
120;100;0.04;identity;-0.4
121;100;0.04;identity;-0.4
122;100;0.04;identity;-0.4
123;100;0.04;identity;-0.4
124;100;0.04;identity;-0.4
125;100;0.04;identity;-0.4
126;100;0.04;identity;-0.4
