;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;351;233;gbtree;0.9583;0.9633;-0.2
1;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
2;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
3;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
4;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
5;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
6;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
7;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
8;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
9;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
10;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
11;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
12;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
13;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
14;116;344;gblinear;0.8676;0.0009;-0.20833333333333331
