;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;25;280;gbtree;0.3605;0.1596;-0.2
1;25;280;gbtree;0.3605;0.1596;-0.2
2;25;280;gbtree;0.3605;0.1596;-0.2
3;25;280;gbtree;0.3605;0.1596;-0.2
4;25;280;gbtree;0.3605;0.1596;-0.2
5;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
6;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
7;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
8;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
9;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
10;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
11;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
12;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
13;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
14;52;284;gbtree;0.3844;0.1449;-0.20833333333333334
