;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;153;139;gbtree;0.9048;0.8687;-0.19166666666666668
1;167;359;gbtree;0.014;0.8091;-0.20833333333333334
2;167;359;gbtree;0.014;0.8091;-0.20833333333333334
3;167;359;gbtree;0.014;0.8091;-0.20833333333333334
4;167;359;gbtree;0.014;0.8091;-0.20833333333333334
5;151;234;gbtree;0.0775;0.7574;-0.21666666666666665
6;151;234;gbtree;0.0775;0.7574;-0.21666666666666665
7;151;234;gbtree;0.0775;0.7574;-0.21666666666666665
8;151;234;gbtree;0.0775;0.7574;-0.21666666666666665
9;165;260;gbtree;0.139;0.72;-0.225
10;165;260;gbtree;0.139;0.72;-0.225
11;165;260;gbtree;0.139;0.72;-0.225
12;165;260;gbtree;0.139;0.72;-0.225
13;165;260;gbtree;0.139;0.72;-0.225
14;165;260;gbtree;0.139;0.72;-0.225
