;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;237.0;267.0;13.0;12.0;-0.18333333333333335
1;237.0;267.0;13.0;12.0;-0.18333333333333335
2;201.0;226.0;27.0;12.0;-0.20833333333333334
3;201.0;226.0;27.0;12.0;-0.20833333333333334
4;201.0;226.0;27.0;12.0;-0.20833333333333334
5;198.0;234.0;25.0;12.0;-0.21666666666666665
6;198.0;234.0;25.0;12.0;-0.21666666666666665
7;186.0;220.0;27.0;12.0;-0.225
8;186.0;220.0;27.0;12.0;-0.225
9;186.0;220.0;27.0;12.0;-0.225
10;186.0;220.0;27.0;12.0;-0.225
11;186.0;220.0;27.0;12.0;-0.225
12;186.0;220.0;27.0;12.0;-0.225
13;186.0;220.0;27.0;12.0;-0.225
14;186.0;220.0;27.0;12.0;-0.225
