;Reservoirs;Sparsity;Spectral Radius;Fitness
0;271.0;0.5442;0.5719;-0.18333333333333335
1;131.0;0.4289;0.6022;-0.21666666666666665
2;349.0;0.4728;0.5684;-0.2416666666666667
3;349.0;0.4728;0.5684;-0.2416666666666667
4;349.0;0.4728;0.5684;-0.2416666666666667
5;349.0;0.4728;0.5684;-0.2416666666666667
6;349.0;0.4728;0.5684;-0.2416666666666667
7;349.0;0.4728;0.5684;-0.2416666666666667
8;349.0;0.4728;0.5684;-0.2416666666666667
9;349.0;0.4728;0.5684;-0.2416666666666667
10;349.0;0.4728;0.5684;-0.2416666666666667
11;349.0;0.4728;0.5684;-0.2416666666666667
12;349.0;0.4728;0.5684;-0.2416666666666667
13;349.0;0.4728;0.5684;-0.2416666666666667
14;184.0;0.4097;0.4927;-0.25
