;Units;Epochs;Batch Size;Activation;Fitness
0;218;177;135;mish;-0.19166666666666668
1;218;177;135;mish;-0.19166666666666668
2;274;120;236;mish;-0.21666666666666665
3;274;120;236;mish;-0.21666666666666665
4;274;120;236;mish;-0.21666666666666665
5;276;161;163;mish;-0.275
6;276;161;163;mish;-0.275
7;276;161;163;mish;-0.275
8;276;161;163;mish;-0.275
9;276;161;163;mish;-0.275
10;276;161;163;mish;-0.275
11;276;161;163;mish;-0.275
12;276;161;163;mish;-0.275
13;276;161;163;mish;-0.275
14;276;161;163;mish;-0.275
