;Units;Epochs;Batch Size;Activation;Fitness
0;108;152;167;softplus;-0.175
1;108;152;167;softplus;-0.175
2;108;152;167;softplus;-0.175
3;108;152;167;softplus;-0.175
4;108;152;167;softplus;-0.175
5;146;224;163;softplus;-0.21666666666666665
6;146;224;163;softplus;-0.21666666666666665
7;146;224;163;softplus;-0.21666666666666665
8;134;189;164;softplus;-0.25
9;134;189;164;softplus;-0.25
10;134;189;164;softplus;-0.25
11;134;189;164;softplus;-0.25
12;134;189;164;softplus;-0.25
13;134;189;164;softplus;-0.25
14;134;189;164;softplus;-0.25
