;Reservoirs;Sparsity;Spectral Radius;Fitness
0;176.0;0.7029;0.4106;-0.15833333333333335
1;186.0;0.7474;0.6051;-0.19166666666666665
2;186.0;0.7474;0.6051;-0.19166666666666665
3;183.0;0.0583;0.5107;-0.20833333333333334
4;183.0;0.0583;0.5107;-0.20833333333333334
5;174.0;0.1561;0.4929;-0.21666666666666665
6;174.0;0.1561;0.4929;-0.21666666666666665
7;174.0;0.1561;0.4929;-0.21666666666666665
8;174.0;0.2339;0.499;-0.2333333333333333
9;174.0;0.2339;0.499;-0.2333333333333333
10;174.0;0.2339;0.499;-0.2333333333333333
11;174.0;0.2339;0.499;-0.2333333333333333
12;174.0;0.2339;0.499;-0.2333333333333333
13;174.0;0.2339;0.499;-0.2333333333333333
14;174.0;0.2339;0.499;-0.2333333333333333
