;Hidden Layers;Alpha;Activation;Fitness
0;239;0.06;relu;-0.11666666666666667
1;239;0.06;relu;-0.11666666666666667
2;81;0.96;logistic;-0.125
3;81;0.96;logistic;-0.125
4;81;0.96;logistic;-0.125
5;81;0.96;logistic;-0.125
6;81;0.96;logistic;-0.125
7;81;0.96;logistic;-0.125
8;236;0.29;identity;-0.15
9;236;0.29;identity;-0.15
10;236;0.29;identity;-0.15
11;236;0.29;identity;-0.15
12;236;0.29;identity;-0.15
13;236;0.29;identity;-0.15
14;236;0.29;identity;-0.15
15;236;0.29;identity;-0.15
16;118;0.19;identity;-0.3333333333333333
17;118;0.19;identity;-0.3333333333333333
18;118;0.19;identity;-0.3333333333333333
19;118;0.19;identity;-0.3333333333333333
20;118;0.19;identity;-0.3333333333333333
21;118;0.19;identity;-0.3333333333333333
22;118;0.19;identity;-0.3333333333333333
23;118;0.19;identity;-0.3333333333333333
24;118;0.19;identity;-0.3333333333333333
25;118;0.19;identity;-0.3333333333333333
26;118;0.19;identity;-0.3333333333333333
27;118;0.19;identity;-0.3333333333333333
28;118;0.19;identity;-0.3333333333333333
29;118;0.19;identity;-0.3333333333333333
30;118;0.19;identity;-0.3333333333333333
31;118;0.19;identity;-0.3333333333333333
32;118;0.19;identity;-0.3333333333333333
33;90;0.68;identity;-0.3416666666666667
34;90;0.68;identity;-0.3416666666666667
35;90;0.68;identity;-0.3416666666666667
36;90;0.68;identity;-0.3416666666666667
37;90;0.68;identity;-0.3416666666666667
38;90;0.68;identity;-0.3416666666666667
39;90;0.68;identity;-0.3416666666666667
40;90;0.68;identity;-0.3416666666666667
41;90;0.68;identity;-0.3416666666666667
42;90;0.68;identity;-0.3416666666666667
43;90;0.68;identity;-0.3416666666666667
44;90;0.68;identity;-0.3416666666666667
45;90;0.68;identity;-0.3416666666666667
46;90;0.68;identity;-0.3416666666666667
47;90;0.68;identity;-0.3416666666666667
48;90;0.68;identity;-0.3416666666666667
49;90;0.68;identity;-0.3416666666666667
50;90;0.68;identity;-0.3416666666666667
51;90;0.68;identity;-0.3416666666666667
52;104;0.72;identity;-0.375
53;104;0.72;identity;-0.375
54;104;0.72;identity;-0.375
55;104;0.72;identity;-0.375
56;104;0.72;identity;-0.375
57;104;0.72;identity;-0.375
58;104;0.72;identity;-0.375
59;104;0.72;identity;-0.375
60;104;0.72;identity;-0.375
61;104;0.72;identity;-0.375
62;104;0.72;identity;-0.375
63;104;0.72;identity;-0.375
64;104;0.72;identity;-0.375
65;104;0.72;identity;-0.375
66;104;0.72;identity;-0.375
67;104;0.72;identity;-0.375
68;104;0.72;identity;-0.375
69;104;0.72;identity;-0.375
70;104;0.72;identity;-0.375
71;104;0.72;identity;-0.375
72;104;0.72;identity;-0.375
73;104;0.72;identity;-0.375
74;104;0.72;identity;-0.375
75;104;0.72;identity;-0.375
76;104;0.72;identity;-0.375
77;104;0.72;identity;-0.375
78;104;0.72;identity;-0.375
79;104;0.72;identity;-0.375
80;104;0.72;identity;-0.375
81;104;0.72;identity;-0.375
82;104;0.72;identity;-0.375
83;104;0.72;identity;-0.375
84;104;0.72;identity;-0.375
85;104;0.72;identity;-0.375
86;104;0.72;identity;-0.375
87;104;0.72;identity;-0.375
88;104;0.72;identity;-0.375
89;104;0.72;identity;-0.375
90;104;0.72;identity;-0.375
91;104;0.72;identity;-0.375
92;104;0.72;identity;-0.375
93;104;0.72;identity;-0.375
94;104;0.72;identity;-0.375
95;104;0.72;identity;-0.375
96;104;0.72;identity;-0.375
97;104;0.72;identity;-0.375
98;104;0.72;identity;-0.375
99;104;0.72;identity;-0.375
100;104;0.72;identity;-0.375
101;104;0.72;identity;-0.375
102;104;0.72;identity;-0.375
103;104;0.72;identity;-0.375
104;104;0.72;identity;-0.375
105;104;0.72;identity;-0.375
106;104;0.72;identity;-0.375
107;104;0.72;identity;-0.375
108;104;0.72;identity;-0.375
109;104;0.72;identity;-0.375
110;104;0.72;identity;-0.375
111;104;0.72;identity;-0.375
112;104;0.72;identity;-0.375
113;104;0.72;identity;-0.375
114;104;0.72;identity;-0.375
115;104;0.72;identity;-0.375
116;104;0.72;identity;-0.375
117;104;0.72;identity;-0.375
118;104;0.72;identity;-0.375
119;104;0.72;identity;-0.375
120;104;0.72;identity;-0.375
121;104;0.72;identity;-0.375
122;104;0.72;identity;-0.375
123;104;0.72;identity;-0.375
124;104;0.72;identity;-0.375
125;104;0.72;identity;-0.375
126;104;0.72;identity;-0.375
127;104;0.72;identity;-0.375
128;104;0.72;identity;-0.375
129;104;0.72;identity;-0.375
130;104;0.72;identity;-0.375
131;104;0.72;identity;-0.375
132;104;0.72;identity;-0.375
133;104;0.72;identity;-0.375
134;104;0.72;identity;-0.375
135;104;0.72;identity;-0.375
136;104;0.72;identity;-0.375
137;104;0.72;identity;-0.375
138;104;0.72;identity;-0.375
139;104;0.72;identity;-0.375
140;104;0.72;identity;-0.375
141;104;0.72;identity;-0.375
142;104;0.72;identity;-0.375
143;104;0.72;identity;-0.375
144;104;0.72;identity;-0.375
145;104;0.72;identity;-0.375
146;104;0.72;identity;-0.375
147;104;0.72;identity;-0.375
148;104;0.72;identity;-0.375
149;104;0.72;identity;-0.375
150;104;0.72;identity;-0.375
151;104;0.72;identity;-0.375
152;104;0.72;identity;-0.375
153;104;0.72;identity;-0.375
154;104;0.72;identity;-0.375
155;104;0.72;identity;-0.375
156;104;0.72;identity;-0.375
157;104;0.72;identity;-0.375
158;104;0.72;identity;-0.375
159;104;0.72;identity;-0.375
160;104;0.72;identity;-0.375
161;104;0.72;identity;-0.375
162;104;0.72;identity;-0.375
163;104;0.72;identity;-0.375
164;104;0.72;identity;-0.375
165;104;0.72;identity;-0.375
166;104;0.72;identity;-0.375
167;104;0.72;identity;-0.375
168;104;0.72;identity;-0.375
169;104;0.72;identity;-0.375
170;104;0.72;identity;-0.375
171;104;0.72;identity;-0.375
172;104;0.72;identity;-0.375
173;104;0.72;identity;-0.375
174;104;0.72;identity;-0.375
175;104;0.72;identity;-0.375
176;104;0.72;identity;-0.375
177;104;0.72;identity;-0.375
178;104;0.72;identity;-0.375
179;104;0.72;identity;-0.375
180;104;0.72;identity;-0.375
181;104;0.72;identity;-0.375
182;104;0.72;identity;-0.375
183;104;0.72;identity;-0.375
184;104;0.72;identity;-0.375
185;104;0.72;identity;-0.375
186;104;0.72;identity;-0.375
187;104;0.72;identity;-0.375
188;104;0.72;identity;-0.375
189;104;0.72;identity;-0.375
190;104;0.72;identity;-0.375
191;104;0.72;identity;-0.375
192;104;0.72;identity;-0.375
193;104;0.72;identity;-0.375
194;104;0.72;identity;-0.375
195;104;0.72;identity;-0.375
196;104;0.72;identity;-0.375
197;104;0.72;identity;-0.375
198;104;0.72;identity;-0.375
199;104;0.72;identity;-0.375
200;104;0.72;identity;-0.375
201;104;0.72;identity;-0.375
202;104;0.72;identity;-0.375
