;Strong_predictor;Weight_g;Fitness
0;XGBoost;-0.9450000000000061;0.3369325480981026
1;XGBoost;-0.9450000000000061;0.3369325480981026
2;XGBoost;-0.9450000000000061;0.3369325480981026
3;XGBoost;-0.9450000000000061;0.3369325480981026
4;XGBoost;-0.9450000000000061;0.3369325480981026
5;XGBoost;-0.9450000000000061;0.3369325480981026
6;XGBoost;-0.9450000000000061;0.3369325480981026
7;XGBoost;-0.9450000000000061;0.3369325480981026
8;XGBoost;-0.9450000000000061;0.3369325480981026
9;XGBoost;-0.9450000000000061;0.3369325480981026
10;XGBoost;-0.9450000000000061;0.3369325480981026
11;XGBoost;-0.9450000000000061;0.3369325480981026
12;XGBoost;-0.9450000000000061;0.3369325480981026
13;XGBoost;-0.9450000000000061;0.3369325480981026
14;XGBoost;-0.9450000000000061;0.3369325480981026
15;XGBoost;-0.9450000000000061;0.3369325480981026
16;XGBoost;-0.9450000000000061;0.3369325480981026
17;XGBoost;-0.9450000000000061;0.3369325480981026
18;XGBoost;-0.9450000000000061;0.3369325480981026
19;XGBoost;-0.9450000000000061;0.3369325480981026
20;XGBoost;-0.9450000000000061;0.3369325480981026
21;XGBoost;-0.9450000000000061;0.3369325480981026
22;XGBoost;-0.9450000000000061;0.3369325480981026
23;XGBoost;-0.9450000000000061;0.3369325480981026
24;XGBoost;-0.9450000000000061;0.3369325480981026
25;XGBoost;-0.9450000000000061;0.3369325480981026
26;XGBoost;-0.9450000000000061;0.3369325480981026
27;XGBoost;-0.9450000000000061;0.3369325480981026
28;XGBoost;-0.9450000000000061;0.3369325480981026
29;XGBoost;-0.9450000000000061;0.3369325480981026
30;XGBoost;-0.9450000000000061;0.3369325480981026
31;XGBoost;-0.9515000000000053;0.33657982697482275
32;XGBoost;-0.9515000000000053;0.33657982697482275
33;XGBoost;-0.9515000000000053;0.33657982697482275
34;XGBoost;-0.9515000000000053;0.33657982697482275
35;XGBoost;-0.9515000000000053;0.33657982697482275
36;XGBoost;-0.9515000000000053;0.33657982697482275
37;XGBoost;-0.9515000000000053;0.33657982697482275
38;XGBoost;-0.9515000000000053;0.33657982697482275
39;XGBoost;-0.9515000000000053;0.33657982697482275
40;XGBoost;-0.9515000000000053;0.33657982697482275
41;XGBoost;-0.9515000000000053;0.33657982697482275
42;XGBoost;-0.9515000000000053;0.33657982697482275
43;XGBoost;-0.982000000000002;0.3349281626083158
44;XGBoost;-0.982000000000002;0.3349281626083158
45;XGBoost;-0.982000000000002;0.3349281626083158
46;XGBoost;-0.982000000000002;0.3349281626083158
47;XGBoost;-0.982000000000002;0.3349281626083158
48;XGBoost;-0.982000000000002;0.3349281626083158
49;XGBoost;-0.982000000000002;0.3349281626083158
50;XGBoost;-0.982000000000002;0.3349281626083158
51;XGBoost;-0.982000000000002;0.3349281626083158
52;XGBoost;-0.982000000000002;0.3349281626083158
53;XGBoost;-0.982000000000002;0.3349281626083158
54;XGBoost;-0.982000000000002;0.3349281626083158
55;XGBoost;-0.982000000000002;0.3349281626083158
56;XGBoost;-0.982000000000002;0.3349281626083158
57;XGBoost;-0.982000000000002;0.3349281626083158
58;XGBoost;-0.982000000000002;0.3349281626083158
59;XGBoost;-0.982000000000002;0.3349281626083158
60;XGBoost;-0.982000000000002;0.3349281626083158
61;XGBoost;-0.982000000000002;0.3349281626083158
62;XGBoost;-0.982000000000002;0.3349281626083158
63;XGBoost;-0.982000000000002;0.3349281626083158
64;XGBoost;-0.982000000000002;0.3349281626083158
65;XGBoost;-0.982000000000002;0.3349281626083158
66;XGBoost;-0.982000000000002;0.3349281626083158
67;XGBoost;-0.982000000000002;0.3349281626083158
68;XGBoost;-0.982000000000002;0.3349281626083158
69;XGBoost;-0.982000000000002;0.3349281626083158
70;XGBoost;-0.982000000000002;0.3349281626083158
71;XGBoost;-0.982000000000002;0.3349281626083158
72;XGBoost;-0.982000000000002;0.3349281626083158
73;XGBoost;-0.982000000000002;0.3349281626083158
74;XGBoost;-0.982000000000002;0.3349281626083158
75;XGBoost;-0.982000000000002;0.3349281626083158
76;XGBoost;-0.982000000000002;0.3349281626083158
77;XGBoost;-0.982000000000002;0.3349281626083158
78;XGBoost;-0.982000000000002;0.3349281626083158
79;XGBoost;-0.982000000000002;0.3349281626083158
80;XGBoost;-0.982000000000002;0.3349281626083158
81;XGBoost;-0.982000000000002;0.3349281626083158
82;XGBoost;-0.982000000000002;0.3349281626083158
83;XGBoost;-0.982000000000002;0.3349281626083158
84;XGBoost;-0.982000000000002;0.3349281626083158
85;XGBoost;-0.982000000000002;0.3349281626083158
86;XGBoost;-0.982000000000002;0.3349281626083158
87;XGBoost;-0.982000000000002;0.3349281626083158
88;XGBoost;-0.982000000000002;0.3349281626083158
89;XGBoost;-0.982000000000002;0.3349281626083158
90;XGBoost;-0.982000000000002;0.3349281626083158
91;XGBoost;-0.982000000000002;0.3349281626083158
92;XGBoost;-0.982000000000002;0.3349281626083158
93;XGBoost;-0.982000000000002;0.3349281626083158
94;XGBoost;-0.982000000000002;0.3349281626083158
95;XGBoost;-0.982000000000002;0.3349281626083158
96;XGBoost;-0.982000000000002;0.3349281626083158
97;XGBoost;-0.982000000000002;0.3349281626083158
98;XGBoost;-0.982000000000002;0.3349281626083158
99;XGBoost;-0.982000000000002;0.3349281626083158
