;OTIMIZADOR;MODELO;SEED;Strong_predictor;Weight_g;Fitness
277;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.98;0.358
278;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.98;0.358
279;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
280;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
281;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
282;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
283;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
284;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
285;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
286;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
287;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
288;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
289;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
290;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
291;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
292;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
293;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
294;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
295;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
296;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
297;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
298;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.993;0.357
299;COA;WSB-LOCAL-BARRACÃO;3000;XGBoost;-0.994;0.357
