;MAPE;RRMSE
ESN;0.4468165234376074;0.46917474086148575
MLP;0.5425121947239399;0.5140520378233753
RF;0.34640771529529557;0.35044349055589163
XGBoost;0.4777929729809402;0.5387399005867846
WSB;0.44667768215898;0.5175994834921374
