;MAPE;RRMSE
ESN;0.19703152481869068;0.2358390725551792
MLP;0.24508534986776032;0.27930435799293546
RF;0.1601608650910646;0.21913072250835883
XGBoost;0.14649919605387401;0.24925435526349338
WSB;0.13841505602645157;0.21563605979287945
