DATA;ESN;MLP;RF;XGBoost;WSB
2024-05-31;29106.935838226975;22205.660027322938;23383.234983164984;24752.557;24752.556086987257
2024-06-30;15273.226963811998;18706.342624627025;14806.145324675326;19862.775;19058.9265770384
2024-07-31;-46089.7590550464;18057.565965132577;12893.169292676137;15465.106;15468.526466916725
2024-08-31;18227.743495509963;16415.990475950894;16139.53142413142;15750.244;16014.002479522102
2024-09-30;21068.277113903267;23808.739931130218;23260.174967254967;23603.662;23557.525447722797
2024-10-31;22214.760999476675;26219.71685273475;24418.37245929996;23739.129;24305.165225283636
