;MAPE;RRMSE
ESN;0.3216009738412911;0.33666737311853756
MLP;0.3742310561997224;0.3354832116803427
RF;0.2921854956045631;0.2717874951504763
XGBoost;0.28512589036289215;0.31599396188727674
WSB-LOCAL;0.28074598043334237;0.29929908565724317
WSB-GLOBAL;0.28074598043334237;0.29929908565724317
