DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-05-31;2681.3144109641917;3932.74076593462;2957.1200853775854;3223.2856;3223.2856979966164
2024-06-30;2935.0713217510142;3212.587812095505;2786.736762866763;3156.4185;3119.8962421712085
2024-07-31;1567.6850134570172;2502.215198985061;2611.8384740259744;3757.5508;3361.377907718445
2024-08-31;3221.7454342294473;3631.329910718596;3517.798123299702;3577.424;3547.9092426077664
2024-09-30;2453.6033791189034;3495.212069826895;2960.227553927554;2718.5403;2878.0538928043948
2024-10-31;2640.184649208959;3251.2900246753698;2964.4419526769525;2708.6858;2919.684629502534
