;MAPE;RRMSE
ESN;14.353377698200397;22.890616129069524
MLP;0.5067669953789021;0.5348274683310553
RF;0.3074992373767177;0.26834938905803596
XGBoost;0.28991881223670707;0.28853794924216486
WSB;0.33417062872564673;0.3409567998829829
