DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL
2024-05-31;16812.28721986854;19835.050930125075;13885.462474192474;14403.677;14403.676413238049
2024-06-30;11885.824607222874;13521.035047346848;12703.0525992526;11368.722;11587.106684775024
2024-07-31;6356.159353841707;11413.47243134491;9998.26813852814;13995.292;12686.932690981515
2024-08-31;18936.74347432135;12175.210020228735;14153.02818847819;14382.23;14269.692028494446
2024-09-30;9333.776093393002;16497.359999326793;13712.942017612018;12787.767;13393.448289186299
2024-10-31;12720.4005566516;18528.931424308037;16942.921627261625;15315.635;16647.297827089395
