;MAPE;RRMSE
ESN;0.7149749568818972;0.6003799497635394
LSTM;0.7439411680371179;0.5490005814885851
MLP;0.5466224738287134;0.44099803570857893
RF;0.5670402004512766;0.4771582749163951
XGBoost;0.5877142054600025;0.4872484274860489
