PERIODO;CONSUMO;CAMPUS;REGIÃO;ORDEM
2019-04-30;1498.0;COLOMBO;REGIÃO LESTE;1
2019-05-31;1967.0;COLOMBO;REGIÃO LESTE;2
2019-06-30;1987.0;COLOMBO;REGIÃO LESTE;3
2019-07-31;2574.0;COLOMBO;REGIÃO LESTE;4
2019-08-31;3903.0;COLOMBO;REGIÃO LESTE;5
2019-09-30;4333.0;COLOMBO;REGIÃO LESTE;6
2019-10-31;4272.0;COLOMBO;REGIÃO LESTE;7
2019-11-30;4282.0;COLOMBO;REGIÃO LESTE;8
2019-12-31;3459.0;COLOMBO;REGIÃO LESTE;9
2020-01-31;2847.0;COLOMBO;REGIÃO LESTE;10
2020-02-29;3464.0;COLOMBO;REGIÃO LESTE;11
2020-03-31;3160.0;COLOMBO;REGIÃO LESTE;12
2020-04-30;1969.0;COLOMBO;REGIÃO LESTE;13
2020-05-31;1930.0;COLOMBO;REGIÃO LESTE;14
2020-06-30;2011.0;COLOMBO;REGIÃO LESTE;15
2020-07-31;2101.0;COLOMBO;REGIÃO LESTE;16
2020-08-31;2177.0;COLOMBO;REGIÃO LESTE;17
2020-09-30;2237.0;COLOMBO;REGIÃO LESTE;18
2020-10-31;2165.0;COLOMBO;REGIÃO LESTE;19
2020-11-30;2014.0;COLOMBO;REGIÃO LESTE;20
2020-12-31;2059.0;COLOMBO;REGIÃO LESTE;21
2021-01-31;1800.0;COLOMBO;REGIÃO LESTE;22
2021-02-28;1601.0;COLOMBO;REGIÃO LESTE;23
2021-03-31;1863.0;COLOMBO;REGIÃO LESTE;24
2021-04-30;2068.0;COLOMBO;REGIÃO LESTE;25
2021-05-31;2016.0;COLOMBO;REGIÃO LESTE;26
2021-06-30;2198.0;COLOMBO;REGIÃO LESTE;27
2021-07-31;2264.0;COLOMBO;REGIÃO LESTE;28
2021-08-31;1894.0;COLOMBO;REGIÃO LESTE;29
2021-09-30;1831.0;COLOMBO;REGIÃO LESTE;30
2021-10-31;1685.0;COLOMBO;REGIÃO LESTE;31
2021-11-30;2018.0;COLOMBO;REGIÃO LESTE;32
2021-12-31;2229.0;COLOMBO;REGIÃO LESTE;33
2022-01-31;2001.0;COLOMBO;REGIÃO LESTE;34
2022-02-28;2618.0;COLOMBO;REGIÃO LESTE;35
2022-03-31;4791.0;COLOMBO;REGIÃO LESTE;36
2022-04-30;4380.0;COLOMBO;REGIÃO LESTE;37
2022-05-31;4851.0;COLOMBO;REGIÃO LESTE;38
2022-06-30;5255.0;COLOMBO;REGIÃO LESTE;39
2022-07-31;3719.0;COLOMBO;REGIÃO LESTE;40
2022-08-31;5912.0;COLOMBO;REGIÃO LESTE;41
2022-09-30;5983.0;COLOMBO;REGIÃO LESTE;42
2022-10-31;5771.0;COLOMBO;REGIÃO LESTE;43
2022-11-30;5840.0;COLOMBO;REGIÃO LESTE;44
2022-12-31;3914.0;COLOMBO;REGIÃO LESTE;45
2023-01-31;2941.0;COLOMBO;REGIÃO LESTE;46
2023-02-28;4108.0;COLOMBO;REGIÃO LESTE;47
2023-03-31;5633.0;COLOMBO;REGIÃO LESTE;48
2023-04-30;4754.0;COLOMBO;REGIÃO LESTE;49
2023-05-31;5879.0;COLOMBO;REGIÃO LESTE;50
2023-06-30;6740.0;COLOMBO;REGIÃO LESTE;51
2023-07-31;4125.0;COLOMBO;REGIÃO LESTE;52
2023-08-31;7271.0;COLOMBO;REGIÃO LESTE;53
2023-09-30;6519.0;COLOMBO;REGIÃO LESTE;54
2023-10-31;6550.0;COLOMBO;REGIÃO LESTE;55
2023-11-30;6710.0;COLOMBO;REGIÃO LESTE;56
2023-12-31;4908.0;COLOMBO;REGIÃO LESTE;57
2024-01-31;3732.0;COLOMBO;REGIÃO LESTE;58
2024-02-29;5093.0;COLOMBO;REGIÃO LESTE;59
2024-03-31;6426.0;COLOMBO;REGIÃO LESTE;60
2024-04-30;4980.0;COLOMBO;REGIÃO LESTE;61
2024-05-31;5029.0;COLOMBO;REGIÃO LESTE;62
2024-06-30;5130.0;COLOMBO;REGIÃO LESTE;63
2024-07-31;6494.0;COLOMBO;REGIÃO LESTE;64
2024-08-31;7589.0;COLOMBO;REGIÃO LESTE;65
2024-09-30;6874.0;COLOMBO;REGIÃO LESTE;66
2024-10-31;7343.0;COLOMBO;REGIÃO LESTE;67
