PERIODO;CONSUMO;CAMPUS;REGIÃO;ORDEM
2020-08-31;0.0;LONDRINA - NORTE;REGIÃO NORTE;1
2020-09-30;0.0;LONDRINA - NORTE;REGIÃO NORTE;2
2020-10-31;0.0;LONDRINA - NORTE;REGIÃO NORTE;3
2020-11-30;0.0;LONDRINA - NORTE;REGIÃO NORTE;4
2020-12-31;0.0;LONDRINA - NORTE;REGIÃO NORTE;5
2021-01-31;0.0;LONDRINA - NORTE;REGIÃO NORTE;6
2021-02-28;0.0;LONDRINA - NORTE;REGIÃO NORTE;7
2021-03-31;0.0;LONDRINA - NORTE;REGIÃO NORTE;8
2021-04-30;0.0;LONDRINA - NORTE;REGIÃO NORTE;9
2021-05-31;0.0;LONDRINA - NORTE;REGIÃO NORTE;10
2021-06-30;0.0;LONDRINA - NORTE;REGIÃO NORTE;11
2021-07-31;0.0;LONDRINA - NORTE;REGIÃO NORTE;12
2021-08-31;980.0;LONDRINA - NORTE;REGIÃO NORTE;13
2021-09-30;1186.0;LONDRINA - NORTE;REGIÃO NORTE;14
2021-10-31;1069.0;LONDRINA - NORTE;REGIÃO NORTE;15
2021-11-30;1006.0;LONDRINA - NORTE;REGIÃO NORTE;16
2021-12-31;1003.0;LONDRINA - NORTE;REGIÃO NORTE;17
2022-01-31;1162.0;LONDRINA - NORTE;REGIÃO NORTE;18
2022-02-28;1182.0;LONDRINA - NORTE;REGIÃO NORTE;19
2022-03-31;1355.0;LONDRINA - NORTE;REGIÃO NORTE;20
2022-04-30;1498.0;LONDRINA - NORTE;REGIÃO NORTE;21
2022-05-31;1869.0;LONDRINA - NORTE;REGIÃO NORTE;22
2022-06-30;1529.0;LONDRINA - NORTE;REGIÃO NORTE;23
2022-07-31;4018.0;LONDRINA - NORTE;REGIÃO NORTE;24
2022-08-31;7802.0;LONDRINA - NORTE;REGIÃO NORTE;25
2022-09-30;5094.0;LONDRINA - NORTE;REGIÃO NORTE;26
2022-10-31;3844.0;LONDRINA - NORTE;REGIÃO NORTE;27
2022-11-30;3518.0;LONDRINA - NORTE;REGIÃO NORTE;28
2022-12-31;3571.0;LONDRINA - NORTE;REGIÃO NORTE;29
2023-01-31;3285.0;LONDRINA - NORTE;REGIÃO NORTE;30
2023-02-28;3520.0;LONDRINA - NORTE;REGIÃO NORTE;31
2023-03-31;3965.0;LONDRINA - NORTE;REGIÃO NORTE;32
2023-04-30;4225.0;LONDRINA - NORTE;REGIÃO NORTE;33
2023-05-31;4779.0;LONDRINA - NORTE;REGIÃO NORTE;34
2023-06-30;5041.0;LONDRINA - NORTE;REGIÃO NORTE;35
2023-07-31;4466.0;LONDRINA - NORTE;REGIÃO NORTE;36
2023-08-31;4557.0;LONDRINA - NORTE;REGIÃO NORTE;37
2023-09-30;5237.0;LONDRINA - NORTE;REGIÃO NORTE;38
2023-10-31;5366.0;LONDRINA - NORTE;REGIÃO NORTE;39
2023-11-30;4603.0;LONDRINA - NORTE;REGIÃO NORTE;40
2023-12-31;3954.0;LONDRINA - NORTE;REGIÃO NORTE;41
2024-01-31;2920.0;LONDRINA - NORTE;REGIÃO NORTE;42
2024-02-29;4858.0;LONDRINA - NORTE;REGIÃO NORTE;43
2024-03-31;7638.0;LONDRINA - NORTE;REGIÃO NORTE;44
2024-04-30;4739.0;LONDRINA - NORTE;REGIÃO NORTE;45
2024-05-31;4576.0;LONDRINA - NORTE;REGIÃO NORTE;46
2024-06-30;4425.0;LONDRINA - NORTE;REGIÃO NORTE;47
2024-07-31;6200.0;LONDRINA - NORTE;REGIÃO NORTE;48
2024-08-31;6990.0;LONDRINA - NORTE;REGIÃO NORTE;49
2024-09-30;8151.0;LONDRINA - NORTE;REGIÃO NORTE;50
2024-10-31;8821.0;LONDRINA - NORTE;REGIÃO NORTE;51
