PERIODO;CONSUMO;CAMPUS;REGIÃO;ORDEM
2018-01-31;3917.0;GOIOERÊ;REGIÃO OESTE;1
2018-02-28;5112.0;GOIOERÊ;REGIÃO OESTE;2
2018-03-31;7011.0;GOIOERÊ;REGIÃO OESTE;3
2018-04-30;7083.0;GOIOERÊ;REGIÃO OESTE;4
2018-05-31;6599.0;GOIOERÊ;REGIÃO OESTE;5
2018-06-30;5964.0;GOIOERÊ;REGIÃO OESTE;6
2018-07-31;5315.0;GOIOERÊ;REGIÃO OESTE;7
2018-08-31;5695.0;GOIOERÊ;REGIÃO OESTE;8
2018-09-30;6483.0;GOIOERÊ;REGIÃO OESTE;9
2018-10-31;6830.0;GOIOERÊ;REGIÃO OESTE;10
2018-11-30;6750.0;GOIOERÊ;REGIÃO OESTE;11
2018-12-31;6188.0;GOIOERÊ;REGIÃO OESTE;12
2019-01-31;5762.0;GOIOERÊ;REGIÃO OESTE;13
2019-02-28;7498.0;GOIOERÊ;REGIÃO OESTE;14
2019-03-31;10023.0;GOIOERÊ;REGIÃO OESTE;15
2019-04-30;9417.0;GOIOERÊ;REGIÃO OESTE;16
2019-05-31;7449.0;GOIOERÊ;REGIÃO OESTE;17
2019-06-30;6033.0;GOIOERÊ;REGIÃO OESTE;18
2019-07-31;5394.0;GOIOERÊ;REGIÃO OESTE;19
2019-08-31;6149.0;GOIOERÊ;REGIÃO OESTE;20
2019-09-30;8124.0;GOIOERÊ;REGIÃO OESTE;21
2019-10-31;9638.0;GOIOERÊ;REGIÃO OESTE;22
2019-11-30;9468.0;GOIOERÊ;REGIÃO OESTE;23
2019-12-31;6531.0;GOIOERÊ;REGIÃO OESTE;24
2020-01-31;6110.0;GOIOERÊ;REGIÃO OESTE;25
2020-02-29;8621.0;GOIOERÊ;REGIÃO OESTE;26
2020-03-31;8533.0;GOIOERÊ;REGIÃO OESTE;27
2020-04-30;5253.0;GOIOERÊ;REGIÃO OESTE;28
2020-05-31;4037.0;GOIOERÊ;REGIÃO OESTE;29
2020-06-30;3813.0;GOIOERÊ;REGIÃO OESTE;30
2020-07-31;3946.0;GOIOERÊ;REGIÃO OESTE;31
2020-08-31;3999.0;GOIOERÊ;REGIÃO OESTE;32
2020-09-30;4920.0;GOIOERÊ;REGIÃO OESTE;33
2020-10-31;4960.0;GOIOERÊ;REGIÃO OESTE;34
2020-11-30;4680.0;GOIOERÊ;REGIÃO OESTE;35
2020-12-31;3968.0;GOIOERÊ;REGIÃO OESTE;36
2021-01-31;3999.0;GOIOERÊ;REGIÃO OESTE;37
2021-02-28;3668.0;GOIOERÊ;REGIÃO OESTE;38
2021-03-31;4340.0;GOIOERÊ;REGIÃO OESTE;39
