;MAPE;RRMSE
ESN;0.21909822790501568;0.23976530943927996
MLP;0.3886577079779969;0.40010878647006826
RF;0.17606326114369827;0.1835622581921044
XGBoost;0.09338339443519504;0.11607973887668176
WSB-LOCAL;0.17701057380343746;0.18430521559135468
WSB-GLOBAL;0.17701057380343746;0.18430521559135468
