DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-08-31;10076.671528861936;7165.285370237415;7127.321600777639;8327.215;8520.646097840745
2024-09-30;8201.7353995851;7101.611990852178;6480.662108536485;6769.0835;7440.997292398931
2024-10-31;11767.074918425134;7638.717324399972;9472.288394358908;9733.483;10617.89064688058
