DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-08-31;5862.7704166621525;4255.270556449754;5735.625477034981;5111.7866;5676.901949092155
2024-09-30;5231.65789196243;4093.2105960064437;5904.392659920233;6244.033;5440.190261229385
2024-10-31;4938.439229239006;4286.6575303722975;4920.053327663175;5159.897;4933.888718598988
