DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-08-31;19746.042210491745;15135.063601323163;18414.27494317337;16182.274;18864.900678590362
2024-09-30;14265.686860514445;12714.894324262636;15335.869221966987;16820.148;14530.289449383587
2024-10-31;18361.927535255705;14904.541471564891;18789.412862404268;16653.248;17939.45645903999
