DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2024-08-31;12570.94632937461;9429.281232455069;10731.795276392613;10240.871;10264.171375320899;10264.171375320899
2024-09-30;11302.627356580306;9055.643777114461;12248.659785504355;11419.151;11828.593238217476;11828.593238217476
2024-10-31;12677.828401824245;10547.973950635724;13084.62175191895;12444.859;12763.871477484317;12763.871477484317
