DATA;ESN;MLP;RF;XGBoost;WSB-LOCAL;WSB-GLOBAL
2024-08-31;4811.202935480683;4041.0451655673137;4525.624873707137;4663.4634;4729.089294175307;4729.089294175307
2024-09-30;4484.767327811689;3590.0200842474324;4892.048573083529;5430.0986;4639.126919769717;4639.126919769717
2024-10-31;4995.9080297272285;4300.554212909286;5497.717560568105;5655.516;5215.996625902799;5215.996625902799
