DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-08-31;3761.727088888222;2601.3222948488183;3434.4622382991784;3487.222;3687.3332666803285
2024-09-30;2608.6394372668083;2182.3778976894278;2651.3309945349974;2862.734;2619.194924801368
2024-10-31;3226.5274727575948;2540.1169229903803;3236.5959587544935;3124.3164;3215.1363524684475
