;MAPE;RRMSE
ESN;0.18252676823832206;0.19094096109866251
MLP;0.22422214022075818;0.2505267735528103
RF;0.139133283107832;0.13934501966438292
XGBoost;0.1330187250418629;0.13929551895778128
WSB;0.14972853775106287;0.14959161813757532
