DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-08-31;6834.302782358525;4888.877104089048;6036.787281416915;5634.099;5646.101440003531
2024-09-30;5164.033867896199;4376.82076676576;5727.653556000517;6524.5234;5722.017359119473
2024-10-31;5850.4527700367;4765.250551518204;5852.376120325449;5658.6265;5756.450949392815
