;MAPE;RRMSE
ESN;0.4381957512545546;0.4658570185805729
MLP;0.14076043169969812;0.1427246191986332
RF;0.19328835785624707;0.18572667286978964
XGBoost;0.2629479986721329;0.2630417088328967
WSB-LOCAL;0.28099635353844127;0.3074867678192571
WSB-GLOBAL;0.28099635353844127;0.3074867678192571
