DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-08-31;3339.599736673303;2552.5353114201716;2799.816010404183;2820.6145;3208.5770723442147
2024-09-30;2497.9491963403725;2216.373060132669;2575.7200930116537;2570.2546;2516.5211546289943
2024-10-31;3147.926833094262;2581.0397213372817;2968.3473988656756;2771.2854;3054.708073218842
