;MAPE;RRMSE
ESN;0.19779181603671991;0.26833431105377836
MLP;0.3374396021993336;0.3983167387087983
RF;0.12319320138837701;0.14473985133474768
XGBoost;0.12458539551380765;0.15353589713476073
WSB;0.16190111256673936;0.2087048830636233
