DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-08-31;21790.532089564393;17459.606033420037;17405.949367736448;17835.393;20711.987878290318
2024-09-30;14699.097331632978;11765.229118580843;14500.556824117515;16396.775;14649.958556022902
2024-10-31;19338.839887957787;16191.574925501925;21525.690140632225;21515.621;19878.839317343965
