DATA;ESN;MLP;RF;XGBoost;WSB-GLOBAL
2024-08-31;6052.212881900757;4480.325176028205;5263.955385331863;5140.6963;5207.425212521106
2024-09-30;4960.448230933492;4102.116734864836;4896.497333284195;4146.421;4129.285858862463
2024-10-31;5934.475055532931;4542.478805545326;4838.804942138382;4455.1733;4507.439942226232
