;MAPE;RRMSE
ESN;0.18205203280266327;0.23452574300740614
MLP;0.3564123915667881;0.395611519194519
RF;0.12970540990991342;0.14833937608601785
XGBoost;0.13933070611078846;0.16228914781833134
WSB;0.15994302059071733;0.18121592537641756
