;MAPE;RRMSE
ESN;0.5526682176361977;0.4763001882269776
LSTM;0.6266312706432049;0.9634304975720748
MLP;0.4999507969488906;0.47816099687805846
RF;0.5861280553270508;0.5132965354666595
XGBoost;0.7080536349601103;0.5725760453445834
