;MAPE;RRMSE
ESN;0.642522881362649;0.5899865468953593
LSTM;0.7028334652939714;0.8013049388057891
MLP;0.6029159154966526;0.5378137941591833
RF;0.7711210032255681;0.673746230284533
XGBoost;0.8214884252406923;0.7386621868198746
