;Units;Epochs;Batch Size;Activation;Fitness
0;129;197;213;softmax;0.47132078
1;32;268;185;softmax;0.43791237
2;32;268;185;softmax;0.43791237
3;32;268;185;softmax;0.43791237
4;32;268;185;softmax;0.43791237
5;32;268;185;softmax;0.43791237
6;32;268;185;softmax;0.43791237
7;221;316;103;sigmoid;0.40180495
8;221;316;103;sigmoid;0.40180495
9;221;316;103;sigmoid;0.40180495
10;221;316;103;sigmoid;0.40180495
11;221;316;103;sigmoid;0.40180495
12;221;316;103;sigmoid;0.40180495
13;221;316;103;sigmoid;0.40180495
14;221;316;103;sigmoid;0.40180495
15;221;316;103;sigmoid;0.40180495
16;221;316;103;sigmoid;0.40180495
17;221;316;103;sigmoid;0.40180495
18;221;316;103;sigmoid;0.40180495
19;221;316;103;sigmoid;0.40180495
20;221;316;103;sigmoid;0.40180495
21;221;316;103;sigmoid;0.40180495
22;221;316;103;sigmoid;0.40180495
23;221;316;103;sigmoid;0.40180495
24;221;316;103;sigmoid;0.40180495
25;221;316;103;sigmoid;0.40180495
26;221;316;103;sigmoid;0.40180495
27;221;316;103;sigmoid;0.40180495
28;221;316;103;sigmoid;0.40180495
29;221;316;103;sigmoid;0.40180495
30;221;316;103;sigmoid;0.40180495
31;259;126;74;sigmoid;0.3700808
32;259;126;74;sigmoid;0.3700808
33;259;126;74;sigmoid;0.3700808
34;259;126;74;sigmoid;0.3700808
35;259;126;74;sigmoid;0.3700808
36;259;126;74;sigmoid;0.3700808
37;259;126;74;sigmoid;0.3700808
38;259;126;74;sigmoid;0.3700808
39;259;126;74;sigmoid;0.3700808
40;259;126;74;sigmoid;0.3700808
41;259;126;74;sigmoid;0.3700808
42;343;70;147;sigmoid;0.3643638
43;343;70;147;sigmoid;0.3643638
44;343;70;147;sigmoid;0.3643638
45;343;70;147;sigmoid;0.3643638
46;343;70;147;sigmoid;0.3643638
47;343;70;147;sigmoid;0.3643638
48;343;70;147;sigmoid;0.3643638
49;343;70;147;sigmoid;0.3643638
50;343;70;147;sigmoid;0.3643638
51;343;70;147;sigmoid;0.3643638
52;343;70;147;sigmoid;0.3643638
53;343;70;147;sigmoid;0.3643638
54;343;70;147;sigmoid;0.3643638
55;343;70;147;sigmoid;0.3643638
56;343;70;147;sigmoid;0.3643638
57;343;70;147;sigmoid;0.3643638
58;343;70;147;sigmoid;0.3643638
59;343;70;147;sigmoid;0.3643638
60;343;70;147;sigmoid;0.3643638
61;343;70;147;sigmoid;0.3643638
62;343;70;147;sigmoid;0.3643638
63;343;70;147;sigmoid;0.3643638
64;343;70;147;sigmoid;0.3643638
65;343;70;147;sigmoid;0.3643638
66;343;70;147;sigmoid;0.3643638
67;343;70;147;sigmoid;0.3643638
68;343;70;147;sigmoid;0.3643638
69;343;70;147;sigmoid;0.3643638
70;343;70;147;sigmoid;0.3643638
71;343;70;147;sigmoid;0.3643638
72;343;70;147;sigmoid;0.3643638
73;343;70;147;sigmoid;0.3643638
74;343;70;147;sigmoid;0.3643638
75;343;70;147;sigmoid;0.3643638
76;343;70;147;sigmoid;0.3643638
77;343;70;147;sigmoid;0.3643638
78;343;70;147;sigmoid;0.3643638
79;343;70;147;sigmoid;0.3643638
80;343;70;147;sigmoid;0.3643638
81;343;70;147;sigmoid;0.3643638
82;343;70;147;sigmoid;0.3643638
