;Units;Epochs;Batch Size;Activation;Fitness
0;305;162;28;softsign;0.59872997
1;344;331;11;sigmoid;0.5005975
2;344;331;11;sigmoid;0.5005975
3;344;331;11;sigmoid;0.5005975
4;344;331;11;sigmoid;0.5005975
5;344;331;11;sigmoid;0.5005975
6;344;331;11;sigmoid;0.5005975
7;344;331;11;sigmoid;0.5005975
8;294;95;42;sigmoid;0.41335407
9;294;95;42;sigmoid;0.41335407
10;294;95;42;sigmoid;0.41335407
11;294;95;42;sigmoid;0.41335407
12;294;95;42;sigmoid;0.41335407
13;294;95;42;sigmoid;0.41335407
14;294;95;42;sigmoid;0.41335407
15;294;95;42;sigmoid;0.41335407
16;294;95;42;sigmoid;0.41335407
17;80;114;203;sigmoid;0.38186592
18;80;114;203;sigmoid;0.38186592
19;80;114;203;sigmoid;0.38186592
20;80;114;203;sigmoid;0.38186592
21;80;114;203;sigmoid;0.38186592
22;80;114;203;sigmoid;0.38186592
23;80;114;203;sigmoid;0.38186592
24;80;114;203;sigmoid;0.38186592
25;80;114;203;sigmoid;0.38186592
26;80;114;203;sigmoid;0.38186592
27;80;114;203;sigmoid;0.38186592
28;80;114;203;sigmoid;0.38186592
29;80;114;203;sigmoid;0.38186592
30;80;114;203;sigmoid;0.38186592
31;80;114;203;sigmoid;0.38186592
32;80;114;203;sigmoid;0.38186592
33;80;114;203;sigmoid;0.38186592
34;80;114;203;sigmoid;0.38186592
35;80;114;203;sigmoid;0.38186592
36;80;114;203;sigmoid;0.38186592
37;80;114;203;sigmoid;0.38186592
38;80;114;203;sigmoid;0.38186592
39;80;114;203;sigmoid;0.38186592
40;80;114;203;sigmoid;0.38186592
41;80;114;203;sigmoid;0.38186592
42;80;114;203;sigmoid;0.38186592
43;80;114;203;sigmoid;0.38186592
44;80;114;203;sigmoid;0.38186592
45;80;114;203;sigmoid;0.38186592
46;80;114;203;sigmoid;0.38186592
47;80;114;203;sigmoid;0.38186592
48;80;114;203;sigmoid;0.38186592
49;80;114;203;sigmoid;0.38186592
50;80;114;203;sigmoid;0.38186592
51;80;114;203;sigmoid;0.38186592
52;80;114;203;sigmoid;0.38186592
53;80;114;203;sigmoid;0.38186592
54;80;114;203;sigmoid;0.38186592
55;80;114;203;sigmoid;0.38186592
56;80;114;203;sigmoid;0.38186592
57;80;114;203;sigmoid;0.38186592
58;80;114;203;sigmoid;0.38186592
59;80;114;203;sigmoid;0.38186592
60;80;114;203;sigmoid;0.38186592
61;80;114;203;sigmoid;0.38186592
62;80;114;203;sigmoid;0.38186592
