;Units;Epochs;Batch Size;Activation;Fitness
0;290;399;342;sigmoid;0.3811105
1;290;399;342;sigmoid;0.3811105
2;288;348;345;sigmoid;0.35268924
3;288;348;345;sigmoid;0.35268924
4;273;366;356;sigmoid;0.35115495
5;273;366;356;sigmoid;0.35115495
6;235;362;354;sigmoid;0.34933686
7;235;362;354;sigmoid;0.34933686
8;235;362;354;sigmoid;0.34933686
9;235;362;354;sigmoid;0.34933686
10;235;362;354;sigmoid;0.34933686
11;235;362;354;sigmoid;0.34933686
12;235;362;354;sigmoid;0.34933686
13;235;362;354;sigmoid;0.34933686
14;226;362;355;sigmoid;0.34874257
