;Units;Epochs;Batch Size;Activation;Fitness
0;239;35;252;tanh;0.69129956
1;239;35;252;tanh;0.69129956
2;239;35;252;tanh;0.69129956
3;239;35;252;tanh;0.69129956
4;239;35;252;tanh;0.69129956
5;370;36;125;softsign;0.57090515
6;370;36;125;softsign;0.57090515
7;370;36;125;softsign;0.57090515
8;370;36;125;softsign;0.57090515
9;370;36;125;softsign;0.57090515
10;370;36;125;softsign;0.57090515
11;370;36;125;softsign;0.57090515
12;370;36;125;softsign;0.57090515
13;370;36;125;softsign;0.57090515
14;230;83;389;sigmoid;0.48163766
15;230;83;389;sigmoid;0.48163766
16;230;83;389;sigmoid;0.48163766
17;230;83;389;sigmoid;0.48163766
18;230;83;389;sigmoid;0.48163766
19;230;83;389;sigmoid;0.48163766
20;230;83;389;sigmoid;0.48163766
21;230;83;389;sigmoid;0.48163766
22;264;117;34;softmax;0.44004872
23;264;117;34;softmax;0.44004872
24;264;117;34;softmax;0.44004872
25;264;117;34;softmax;0.44004872
26;264;117;34;softmax;0.44004872
27;264;117;34;softmax;0.44004872
28;264;117;34;softmax;0.44004872
29;264;117;34;softmax;0.44004872
30;264;117;34;softmax;0.44004872
31;264;117;34;softmax;0.44004872
32;264;117;34;softmax;0.44004872
33;264;117;34;softmax;0.44004872
34;264;117;34;softmax;0.44004872
35;264;117;34;softmax;0.44004872
36;264;117;34;softmax;0.44004872
37;264;117;34;softmax;0.44004872
38;270;127;366;sigmoid;0.42647266
39;270;127;366;sigmoid;0.42647266
40;270;127;366;sigmoid;0.42647266
41;270;127;366;sigmoid;0.42647266
42;270;127;366;sigmoid;0.42647266
43;270;127;366;sigmoid;0.42647266
44;270;127;366;sigmoid;0.42647266
45;373;140;311;sigmoid;0.3850959
46;373;140;311;sigmoid;0.3850959
47;373;140;311;sigmoid;0.3850959
48;373;140;311;sigmoid;0.3850959
49;373;140;311;sigmoid;0.3850959
50;373;140;311;sigmoid;0.3850959
51;373;140;311;sigmoid;0.3850959
52;373;140;311;sigmoid;0.3850959
53;336;172;373;sigmoid;0.37999856
54;336;172;373;sigmoid;0.37999856
55;336;172;373;sigmoid;0.37999856
56;336;172;373;sigmoid;0.37999856
57;336;172;373;sigmoid;0.37999856
58;336;172;373;sigmoid;0.37999856
59;336;172;373;sigmoid;0.37999856
60;336;172;373;sigmoid;0.37999856
61;336;172;373;sigmoid;0.37999856
62;336;172;373;sigmoid;0.37999856
63;336;172;373;sigmoid;0.37999856
64;336;172;373;sigmoid;0.37999856
65;336;172;373;sigmoid;0.37999856
66;375;152;367;sigmoid;0.3794242
67;379;140;390;sigmoid;0.37370405
68;379;140;390;sigmoid;0.37370405
69;379;140;390;sigmoid;0.37370405
70;379;140;390;sigmoid;0.37370405
71;379;140;390;sigmoid;0.37370405
72;379;140;390;sigmoid;0.37370405
73;379;140;390;sigmoid;0.37370405
74;379;140;390;sigmoid;0.37370405
75;379;140;390;sigmoid;0.37370405
76;379;140;390;sigmoid;0.37370405
77;379;140;390;sigmoid;0.37370405
78;379;140;390;sigmoid;0.37370405
79;379;140;390;sigmoid;0.37370405
80;379;140;390;sigmoid;0.37370405
81;379;140;390;sigmoid;0.37370405
82;379;140;390;sigmoid;0.37370405
83;379;140;390;sigmoid;0.37370405
84;379;140;390;sigmoid;0.37370405
85;379;140;390;sigmoid;0.37370405
86;379;140;390;sigmoid;0.37370405
87;379;140;390;sigmoid;0.37370405
