;Units;Epochs;Batch Size;Activation;Fitness
0;183;227;327;sigmoid;0.39812258
1;183;227;327;sigmoid;0.39812258
2;175;271;330;sigmoid;0.38262558
3;175;271;330;sigmoid;0.38262558
4;182;270;315;sigmoid;0.35320568
5;182;270;315;sigmoid;0.35320568
6;182;270;315;sigmoid;0.35320568
7;174;296;330;sigmoid;0.3522016
8;174;296;330;sigmoid;0.3522016
9;178;296;331;sigmoid;0.35138342
10;178;296;331;sigmoid;0.35138342
11;178;296;331;sigmoid;0.35138342
12;178;296;331;sigmoid;0.35138342
13;184;292;325;sigmoid;0.35098806
14;184;292;325;sigmoid;0.35098806
