;Units;Epochs;Batch Size;Activation;Fitness
0;138;239;357;sigmoid;0.38323727
1;138;239;357;sigmoid;0.38323727
2;138;239;357;sigmoid;0.38323727
3;178;214;349;sigmoid;0.35854906
4;140;238;353;sigmoid;0.35643765
5;143;270;373;sigmoid;0.35541785
6;151;258;359;sigmoid;0.3530336
7;151;258;359;sigmoid;0.3530336
8;151;258;359;sigmoid;0.3530336
9;151;258;359;sigmoid;0.3530336
10;151;258;359;sigmoid;0.3530336
11;151;258;359;sigmoid;0.3530336
12;151;258;359;sigmoid;0.3530336
13;151;258;359;sigmoid;0.3530336
14;151;258;359;sigmoid;0.3530336
