;Units;Epochs;Batch Size;Activation;Fitness
0;362;348;202;sigmoid;0.35923088
1;362;348;202;sigmoid;0.35923088
2;365;334;148;sigmoid;0.35842356
3;264;346;193;sigmoid;0.3508347
4;264;346;193;sigmoid;0.3508347
5;264;346;193;sigmoid;0.3508347
6;264;346;193;sigmoid;0.3508347
7;264;346;193;sigmoid;0.3508347
8;268;354;193;sigmoid;0.35070205
9;268;354;194;sigmoid;0.35060656
10;268;354;194;sigmoid;0.35060656
11;268;354;194;sigmoid;0.35060656
12;268;354;194;sigmoid;0.35060656
13;224;354;189;sigmoid;0.34942937
14;224;354;189;sigmoid;0.34942937
