;Units;Epochs;Batch Size;Activation;Fitness
0;241;317;71;sigmoid;0.3496681
1;241;317;71;sigmoid;0.3496681
2;241;317;71;sigmoid;0.3496681
3;241;317;71;sigmoid;0.3496681
4;215;313;81;sigmoid;0.34698075
5;215;313;81;sigmoid;0.34698075
6;215;313;81;sigmoid;0.34698075
7;216;312;81;sigmoid;0.3468772
8;216;312;81;sigmoid;0.3468772
9;216;312;81;sigmoid;0.3468772
10;216;312;81;sigmoid;0.3468772
11;216;312;81;sigmoid;0.3468772
12;216;312;81;sigmoid;0.3468772
13;216;312;81;sigmoid;0.3468772
14;216;312;81;sigmoid;0.3468772
