;Units;Epochs;Batch Size;Activation;Fitness
0;121;186;374;sigmoid;0.37798065
1;121;186;374;sigmoid;0.37798065
2;126;216;157;sigmoid;0.35720587
3;126;216;157;sigmoid;0.35720587
4;126;216;157;sigmoid;0.35720587
5;126;216;157;sigmoid;0.35720587
6;126;216;157;sigmoid;0.35720587
7;126;216;157;sigmoid;0.35720587
8;126;216;157;sigmoid;0.35720587
9;126;216;157;sigmoid;0.35720587
10;126;216;157;sigmoid;0.35720587
11;126;216;157;sigmoid;0.35720587
12;126;216;157;sigmoid;0.35720587
13;126;216;157;sigmoid;0.35720587
14;126;216;157;sigmoid;0.35720587
