;Strong_predictor;Weight_g;Fitness
0;ESN;-0.9450000000000061;0.297610822426854
1;ESN;-0.9450000000000061;0.297610822426854
2;ESN;-0.9450000000000061;0.297610822426854
3;ESN;-0.9450000000000061;0.297610822426854
4;ESN;-0.9450000000000061;0.297610822426854
5;ESN;-0.9450000000000061;0.297610822426854
6;ESN;-0.9450000000000061;0.297610822426854
7;ESN;-0.9450000000000061;0.297610822426854
8;ESN;-0.9450000000000061;0.297610822426854
9;ESN;-0.9450000000000061;0.297610822426854
10;ESN;-0.9450000000000061;0.297610822426854
11;ESN;-0.9450000000000061;0.297610822426854
12;ESN;-0.9450000000000061;0.297610822426854
13;ESN;-0.9450000000000061;0.297610822426854
14;ESN;-0.9450000000000061;0.297610822426854
15;ESN;-0.9450000000000061;0.297610822426854
16;ESN;-0.9450000000000061;0.297610822426854
17;ESN;-0.9450000000000061;0.297610822426854
18;ESN;-0.9450000000000061;0.297610822426854
19;ESN;-0.9450000000000061;0.297610822426854
20;ESN;-0.9450000000000061;0.297610822426854
21;ESN;-0.9450000000000061;0.297610822426854
22;ESN;-0.9450000000000061;0.297610822426854
23;ESN;-0.9450000000000061;0.297610822426854
24;ESN;-0.9450000000000061;0.297610822426854
25;ESN;-0.9450000000000061;0.297610822426854
26;ESN;-0.9450000000000061;0.297610822426854
27;ESN;-0.9450000000000061;0.297610822426854
28;ESN;-0.9450000000000061;0.297610822426854
29;ESN;-0.9450000000000061;0.297610822426854
30;ESN;-0.9450000000000061;0.297610822426854
31;ESN;-0.9515000000000053;0.29757923191797275
32;ESN;-0.9515000000000053;0.29757923191797275
33;ESN;-0.9515000000000053;0.29757923191797275
34;ESN;-0.9515000000000053;0.29757923191797275
35;ESN;-0.9515000000000053;0.29757923191797275
36;ESN;-0.9515000000000053;0.29757923191797275
37;ESN;-0.9515000000000053;0.29757923191797275
38;ESN;-0.9515000000000053;0.29757923191797275
39;ESN;-0.9515000000000053;0.29757923191797275
40;ESN;-0.9515000000000053;0.29757923191797275
41;ESN;-0.9515000000000053;0.29757923191797275
42;ESN;-0.9515000000000053;0.29757923191797275
43;ESN;-0.982000000000002;0.2974349356120548
44;ESN;-0.982000000000002;0.2974349356120548
45;ESN;-0.982000000000002;0.2974349356120548
46;ESN;-0.982000000000002;0.2974349356120548
47;ESN;-0.982000000000002;0.2974349356120548
48;ESN;-0.982000000000002;0.2974349356120548
49;ESN;-0.982000000000002;0.2974349356120548
50;ESN;-0.982000000000002;0.2974349356120548
51;ESN;-0.982000000000002;0.2974349356120548
52;ESN;-0.982000000000002;0.2974349356120548
53;ESN;-0.982000000000002;0.2974349356120548
54;ESN;-0.982000000000002;0.2974349356120548
55;ESN;-0.982000000000002;0.2974349356120548
56;ESN;-0.982000000000002;0.2974349356120548
57;ESN;-0.982000000000002;0.2974349356120548
58;ESN;-0.982000000000002;0.2974349356120548
59;ESN;-0.982000000000002;0.2974349356120548
60;ESN;-0.982000000000002;0.2974349356120548
61;ESN;-0.982000000000002;0.2974349356120548
62;ESN;-0.982000000000002;0.2974349356120548
63;ESN;-0.982000000000002;0.2974349356120548
64;ESN;-0.982000000000002;0.2974349356120548
65;ESN;-0.982000000000002;0.2974349356120548
66;ESN;-0.982000000000002;0.2974349356120548
67;ESN;-0.982000000000002;0.2974349356120548
68;ESN;-0.982000000000002;0.2974349356120548
69;ESN;-0.982000000000002;0.2974349356120548
70;ESN;-0.982000000000002;0.2974349356120548
71;ESN;-0.982000000000002;0.2974349356120548
72;ESN;-0.982000000000002;0.2974349356120548
73;ESN;-0.982000000000002;0.2974349356120548
74;ESN;-0.982000000000002;0.2974349356120548
75;ESN;-0.982000000000002;0.2974349356120548
76;ESN;-0.982000000000002;0.2974349356120548
77;ESN;-0.982000000000002;0.2974349356120548
78;ESN;-0.982000000000002;0.2974349356120548
79;ESN;-0.982000000000002;0.2974349356120548
80;ESN;-0.982000000000002;0.2974349356120548
81;ESN;-0.982000000000002;0.2974349356120548
82;ESN;-0.982000000000002;0.2974349356120548
83;ESN;-0.982000000000002;0.2974349356120548
84;ESN;-0.982000000000002;0.2974349356120548
85;ESN;-0.982000000000002;0.2974349356120548
86;ESN;-0.982000000000002;0.2974349356120548
87;ESN;-0.982000000000002;0.2974349356120548
88;ESN;-0.982000000000002;0.2974349356120548
89;ESN;-0.982000000000002;0.2974349356120548
90;ESN;-0.982000000000002;0.2974349356120548
91;ESN;-0.982000000000002;0.2974349356120548
92;ESN;-0.982000000000002;0.2974349356120548
93;ESN;-0.982000000000002;0.2974349356120548
94;ESN;-0.982000000000002;0.2974349356120548
95;ESN;-0.982000000000002;0.2974349356120548
96;ESN;-0.982000000000002;0.2974349356120548
97;ESN;-0.982000000000002;0.2974349356120548
98;ESN;-0.982000000000002;0.2974349356120548
99;ESN;-0.982000000000002;0.2974349356120548
