;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
226;SA;RF;3;2000;239.0;35.0;32.0;18.0;-0.425
227;SA;RF;3;2000;239.0;35.0;32.0;18.0;-0.425
228;SA;RF;3;2000;239.0;35.0;32.0;18.0;-0.425
229;SA;RF;3;2000;239.0;35.0;32.0;18.0;-0.425
230;SA;RF;3;2000;239.0;35.0;32.0;18.0;-0.425
231;SA;RF;3;2000;239.0;35.0;32.0;18.0;-0.425
232;SA;RF;3;2000;239.0;35.0;32.0;18.0;-0.425
233;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
234;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
235;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
236;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
237;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
238;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
239;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
240;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
241;SA;RF;3;2000;236.0;125.0;10.0;13.0;-0.475
242;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
243;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
244;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
245;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
246;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
247;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
248;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
249;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
250;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
251;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
252;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
253;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
254;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
255;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
256;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
257;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
258;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
259;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
260;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
261;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
262;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
263;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
264;SA;RF;3;2000;170.0;287.0;2.0;3.0;-0.575
265;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
266;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
267;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
268;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
269;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
270;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
271;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
272;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
273;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
274;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
275;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
276;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
277;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
278;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
279;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
280;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
281;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
282;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
283;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
284;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
285;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
286;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
287;SA;RF;3;2000;49.0;283.0;23.0;9.0;-0.6
288;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
289;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
290;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
291;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
292;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
293;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
294;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
295;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
296;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
297;SA;RF;3;2000;28.0;291.0;2.0;2.0;-0.65
