;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
0;SA;MLP;3;1000;229;0.85;identity;-0.575
1;SA;MLP;3;1000;229;0.85;identity;-0.575
2;SA;MLP;3;1000;249;0.21;tanh;-0.6
3;SA;MLP;3;1000;249;0.21;tanh;-0.6
4;SA;MLP;3;1000;249;0.21;tanh;-0.6
5;SA;MLP;3;1000;249;0.21;tanh;-0.6
6;SA;MLP;3;1000;249;0.21;tanh;-0.6
7;SA;MLP;3;1000;249;0.21;tanh;-0.6
8;SA;MLP;3;1000;288;0.48;identity;-0.6
9;SA;MLP;3;1000;288;0.48;identity;-0.6
10;SA;MLP;3;1000;288;0.48;identity;-0.6
11;SA;MLP;3;1000;288;0.48;identity;-0.6
12;SA;MLP;3;1000;288;0.48;identity;-0.6
13;SA;MLP;3;1000;288;0.48;identity;-0.6
14;SA;MLP;3;1000;288;0.48;identity;-0.6
15;SA;MLP;3;1000;288;0.48;identity;-0.6
16;SA;MLP;3;1000;288;0.48;identity;-0.6
17;SA;MLP;3;1000;288;0.48;identity;-0.6
18;SA;MLP;3;1000;288;0.48;identity;-0.6
19;SA;MLP;3;1000;288;0.48;identity;-0.6
20;SA;MLP;3;1000;288;0.48;identity;-0.6
21;SA;MLP;3;1000;288;0.48;identity;-0.6
22;SA;MLP;3;1000;288;0.48;identity;-0.6
23;SA;MLP;3;1000;288;0.48;identity;-0.6
24;SA;MLP;3;1000;288;0.48;identity;-0.6
25;SA;MLP;3;1000;288;0.48;identity;-0.6
26;SA;MLP;3;1000;288;0.48;identity;-0.6
27;SA;MLP;3;1000;288;0.48;identity;-0.6
28;SA;MLP;3;1000;288;0.48;identity;-0.6
29;SA;MLP;3;1000;288;0.48;identity;-0.6
30;SA;MLP;3;1000;288;0.48;identity;-0.6
31;SA;MLP;3;1000;288;0.48;identity;-0.6
32;SA;MLP;3;1000;288;0.48;identity;-0.6
33;SA;MLP;3;1000;288;0.48;identity;-0.6
34;SA;MLP;3;1000;288;0.48;identity;-0.6
35;SA;MLP;3;1000;288;0.48;identity;-0.6
36;SA;MLP;3;1000;288;0.48;identity;-0.6
37;SA;MLP;3;1000;288;0.48;identity;-0.6
38;SA;MLP;3;1000;288;0.48;identity;-0.6
39;SA;MLP;3;1000;288;0.48;identity;-0.6
40;SA;MLP;3;1000;288;0.48;identity;-0.6
41;SA;MLP;3;1000;288;0.48;identity;-0.6
42;SA;MLP;3;1000;31;0.52;identity;-0.65
43;SA;MLP;3;1000;31;0.52;identity;-0.65
44;SA;MLP;3;1000;31;0.52;identity;-0.65
45;SA;MLP;3;1000;31;0.52;identity;-0.65
46;SA;MLP;3;1000;31;0.52;identity;-0.65
47;SA;MLP;3;1000;31;0.52;identity;-0.65
48;SA;MLP;3;1000;31;0.52;identity;-0.65
49;SA;MLP;3;1000;31;0.52;identity;-0.65
50;SA;MLP;3;1000;31;0.52;identity;-0.65
51;SA;MLP;3;1000;31;0.52;identity;-0.65
52;SA;MLP;3;1000;31;0.52;identity;-0.65
53;SA;MLP;3;1000;31;0.52;identity;-0.65
54;SA;MLP;3;1000;31;0.52;identity;-0.65
55;SA;MLP;3;1000;31;0.52;identity;-0.65
56;SA;MLP;3;1000;31;0.52;identity;-0.65
