;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
1356;SA;XGBoost;3;7000;175;32;gblinear;0.735;0.285;-0.4
1357;SA;XGBoost;3;7000;221;280;gbtree;0.71;0.165;-0.575
1358;SA;XGBoost;3;7000;221;280;gbtree;0.71;0.165;-0.575
1359;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1360;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1361;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1362;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1363;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1364;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1365;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1366;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1367;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1368;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1369;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1370;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1371;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1372;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1373;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1374;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1375;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1376;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1377;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1378;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1379;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1380;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1381;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1382;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1383;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1384;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1385;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1386;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1387;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1388;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1389;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1390;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1391;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1392;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1393;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1394;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1395;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1396;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1397;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1398;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1399;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1400;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1401;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1402;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1403;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1404;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1405;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1406;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1407;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1408;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1409;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1410;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1411;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1412;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1413;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1414;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1415;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1416;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1417;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1418;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1419;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1420;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1421;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1422;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1423;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1424;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1425;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1426;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1427;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1428;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1429;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1430;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1431;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1432;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1433;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1434;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1435;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1436;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1437;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1438;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1439;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1440;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1441;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1442;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1443;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1444;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1445;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1446;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1447;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1448;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1449;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1450;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1451;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1452;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1453;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1454;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1455;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1456;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1457;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1458;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1459;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1460;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1461;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1462;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1463;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1464;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1465;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1466;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1467;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1468;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
1469;SA;XGBoost;3;7000;207;73;gbtree;0.595;0.725;-0.625
