;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
1800;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1801;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1802;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1803;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1804;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1805;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1806;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1807;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1808;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1809;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1810;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1811;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1812;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1813;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1814;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1815;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1816;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1817;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1818;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1819;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1820;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1821;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1822;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1823;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1824;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1825;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1826;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1827;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1828;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1829;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1830;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1831;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1832;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1833;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1834;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1835;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1836;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1837;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1838;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1839;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1840;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1841;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1842;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1843;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1844;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1845;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1846;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1847;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1848;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1849;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1850;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1851;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1852;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1853;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1854;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1855;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1856;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1857;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1858;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1859;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1860;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1861;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1862;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1863;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1864;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1865;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1866;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1867;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1868;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1869;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1870;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1871;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1872;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1873;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1874;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1875;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1876;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1877;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1878;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1879;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1880;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1881;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1882;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1883;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1884;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
1885;PSO;RF;3;9000;306.0;131.0;5.0;2.0;-0.625
