;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
226;SA;MLP;2;2000;239;0.06;relu;-0.85
227;SA;MLP;2;2000;140;0.9;identity;-0.875
228;SA;MLP;2;2000;140;0.9;identity;-0.875
229;SA;MLP;2;2000;140;0.9;identity;-0.875
230;SA;MLP;2;2000;140;0.9;identity;-0.875
231;SA;MLP;2;2000;140;0.9;identity;-0.875
232;SA;MLP;2;2000;140;0.9;identity;-0.875
233;SA;MLP;2;2000;140;0.9;identity;-0.875
234;SA;MLP;2;2000;16;0.77;tanh;-0.9
235;SA;MLP;2;2000;16;0.77;tanh;-0.9
236;SA;MLP;2;2000;16;0.77;tanh;-0.9
237;SA;MLP;2;2000;16;0.77;tanh;-0.9
238;SA;MLP;2;2000;16;0.77;tanh;-0.9
239;SA;MLP;2;2000;16;0.77;tanh;-0.9
240;SA;MLP;2;2000;16;0.77;tanh;-0.9
241;SA;MLP;2;2000;16;0.77;tanh;-0.9
242;SA;MLP;2;2000;16;0.77;tanh;-0.9
243;SA;MLP;2;2000;16;0.77;tanh;-0.9
244;SA;MLP;2;2000;16;0.77;tanh;-0.9
245;SA;MLP;2;2000;16;0.77;tanh;-0.9
246;SA;MLP;2;2000;16;0.77;tanh;-0.9
247;SA;MLP;2;2000;16;0.77;tanh;-0.9
248;SA;MLP;2;2000;16;0.77;tanh;-0.9
249;SA;MLP;2;2000;16;0.77;tanh;-0.9
250;SA;MLP;2;2000;16;0.77;tanh;-0.9
251;SA;MLP;2;2000;16;0.77;tanh;-0.9
252;SA;MLP;2;2000;16;0.77;tanh;-0.9
253;SA;MLP;2;2000;16;0.77;tanh;-0.9
254;SA;MLP;2;2000;16;0.77;tanh;-0.9
255;SA;MLP;2;2000;16;0.77;tanh;-0.9
256;SA;MLP;2;2000;16;0.77;tanh;-0.9
257;SA;MLP;2;2000;16;0.77;tanh;-0.9
258;SA;MLP;2;2000;16;0.77;tanh;-0.9
259;SA;MLP;2;2000;16;0.77;tanh;-0.9
260;SA;MLP;2;2000;16;0.77;tanh;-0.9
261;SA;MLP;2;2000;16;0.77;tanh;-0.9
262;SA;MLP;2;2000;16;0.77;tanh;-0.9
263;SA;MLP;2;2000;16;0.77;tanh;-0.9
264;SA;MLP;2;2000;16;0.77;tanh;-0.9
265;SA;MLP;2;2000;16;0.77;tanh;-0.9
266;SA;MLP;2;2000;16;0.77;tanh;-0.9
267;SA;MLP;2;2000;16;0.77;tanh;-0.9
268;SA;MLP;2;2000;16;0.77;tanh;-0.9
269;SA;MLP;2;2000;16;0.77;tanh;-0.9
270;SA;MLP;2;2000;16;0.77;tanh;-0.9
271;SA;MLP;2;2000;16;0.77;tanh;-0.9
272;SA;MLP;2;2000;16;0.77;tanh;-0.9
273;SA;MLP;2;2000;16;0.77;tanh;-0.9
274;SA;MLP;2;2000;16;0.77;tanh;-0.9
275;SA;MLP;2;2000;16;0.77;tanh;-0.9
276;SA;MLP;2;2000;16;0.77;tanh;-0.9
277;SA;MLP;2;2000;16;0.77;tanh;-0.9
278;SA;MLP;2;2000;16;0.77;tanh;-0.9
279;SA;MLP;2;2000;16;0.77;tanh;-0.9
280;SA;MLP;2;2000;16;0.77;tanh;-0.9
281;SA;MLP;2;2000;16;0.77;tanh;-0.9
282;SA;MLP;2;2000;16;0.77;tanh;-0.9
283;SA;MLP;2;2000;16;0.77;tanh;-0.9
284;SA;MLP;2;2000;16;0.77;tanh;-0.9
285;SA;MLP;2;2000;16;0.77;tanh;-0.9
286;SA;MLP;2;2000;16;0.77;tanh;-0.9
287;SA;MLP;2;2000;16;0.77;tanh;-0.9
288;SA;MLP;2;2000;16;0.77;tanh;-0.9
289;SA;MLP;2;2000;16;0.77;tanh;-0.9
290;SA;MLP;2;2000;16;0.77;tanh;-0.9
291;SA;MLP;2;2000;16;0.77;tanh;-0.9
292;SA;MLP;2;2000;16;0.77;tanh;-0.9
293;SA;MLP;2;2000;16;0.77;tanh;-0.9
294;SA;MLP;2;2000;16;0.77;tanh;-0.9
295;SA;MLP;2;2000;16;0.77;tanh;-0.9
296;SA;MLP;2;2000;16;0.77;tanh;-0.9
297;SA;MLP;2;2000;16;0.77;tanh;-0.9
298;SA;MLP;2;2000;16;0.77;tanh;-0.9
299;SA;MLP;2;2000;16;0.77;tanh;-0.9
300;SA;MLP;2;2000;16;0.77;tanh;-0.9
301;SA;MLP;2;2000;16;0.77;tanh;-0.9
302;SA;MLP;2;2000;16;0.77;tanh;-0.9
303;SA;MLP;2;2000;16;0.77;tanh;-0.9
304;SA;MLP;2;2000;16;0.77;tanh;-0.9
305;SA;MLP;2;2000;16;0.77;tanh;-0.9
306;SA;MLP;2;2000;16;0.77;tanh;-0.9
307;SA;MLP;2;2000;16;0.77;tanh;-0.9
308;SA;MLP;2;2000;16;0.77;tanh;-0.9
309;SA;MLP;2;2000;16;0.77;tanh;-0.9
310;SA;MLP;2;2000;16;0.77;tanh;-0.9
311;SA;MLP;2;2000;16;0.77;tanh;-0.9
312;SA;MLP;2;2000;16;0.77;tanh;-0.9
313;SA;MLP;2;2000;16;0.77;tanh;-0.9
314;SA;MLP;2;2000;16;0.77;tanh;-0.9
315;SA;MLP;2;2000;16;0.77;tanh;-0.9
316;SA;MLP;2;2000;16;0.77;tanh;-0.9
317;SA;MLP;2;2000;16;0.77;tanh;-0.9
318;SA;MLP;2;2000;16;0.77;tanh;-0.9
319;SA;MLP;2;2000;16;0.77;tanh;-0.9
320;SA;MLP;2;2000;16;0.77;tanh;-0.9
321;SA;MLP;2;2000;16;0.77;tanh;-0.9
322;SA;MLP;2;2000;16;0.77;tanh;-0.9
323;SA;MLP;2;2000;16;0.77;tanh;-0.9
324;SA;MLP;2;2000;16;0.77;tanh;-0.9
325;SA;MLP;2;2000;16;0.77;tanh;-0.9
326;SA;MLP;2;2000;16;0.77;tanh;-0.9
327;SA;MLP;2;2000;16;0.77;tanh;-0.9
328;SA;MLP;2;2000;16;0.77;tanh;-0.9
329;SA;MLP;2;2000;16;0.77;tanh;-0.9
330;SA;MLP;2;2000;16;0.77;tanh;-0.9
331;SA;MLP;2;2000;16;0.77;tanh;-0.9
332;SA;MLP;2;2000;16;0.77;tanh;-0.9
333;SA;MLP;2;2000;16;0.77;tanh;-0.9
334;SA;MLP;2;2000;16;0.77;tanh;-0.9
335;SA;MLP;2;2000;16;0.77;tanh;-0.9
336;SA;MLP;2;2000;16;0.77;tanh;-0.9
337;SA;MLP;2;2000;16;0.77;tanh;-0.9
338;SA;MLP;2;2000;16;0.77;tanh;-0.9
339;SA;MLP;2;2000;16;0.77;tanh;-0.9
340;SA;MLP;2;2000;16;0.77;tanh;-0.9
341;SA;MLP;2;2000;16;0.77;tanh;-0.9
342;SA;MLP;2;2000;16;0.77;tanh;-0.9
343;SA;MLP;2;2000;16;0.77;tanh;-0.9
344;SA;MLP;2;2000;16;0.77;tanh;-0.9
345;SA;MLP;2;2000;16;0.77;tanh;-0.9
346;SA;MLP;2;2000;16;0.77;tanh;-0.9
347;SA;MLP;2;2000;16;0.77;tanh;-0.9
348;SA;MLP;2;2000;16;0.77;tanh;-0.9
349;SA;MLP;2;2000;16;0.77;tanh;-0.9
350;SA;MLP;2;2000;16;0.77;tanh;-0.9
351;SA;MLP;2;2000;16;0.77;tanh;-0.9
352;SA;MLP;2;2000;16;0.77;tanh;-0.9
353;SA;MLP;2;2000;16;0.77;tanh;-0.9
354;SA;MLP;2;2000;16;0.77;tanh;-0.9
355;SA;MLP;2;2000;16;0.77;tanh;-0.9
356;SA;MLP;2;2000;16;0.77;tanh;-0.9
357;SA;MLP;2;2000;16;0.77;tanh;-0.9
358;SA;MLP;2;2000;16;0.77;tanh;-0.9
359;SA;MLP;2;2000;16;0.77;tanh;-0.9
360;SA;MLP;2;2000;16;0.77;tanh;-0.9
361;SA;MLP;2;2000;16;0.77;tanh;-0.9
362;SA;MLP;2;2000;16;0.77;tanh;-0.9
363;SA;MLP;2;2000;16;0.77;tanh;-0.9
364;SA;MLP;2;2000;16;0.77;tanh;-0.9
365;SA;MLP;2;2000;16;0.77;tanh;-0.9
366;SA;MLP;2;2000;16;0.77;tanh;-0.9
367;SA;MLP;2;2000;16;0.77;tanh;-0.9
368;SA;MLP;2;2000;16;0.77;tanh;-0.9
369;SA;MLP;2;2000;16;0.77;tanh;-0.9
370;SA;MLP;2;2000;16;0.77;tanh;-0.9
371;SA;MLP;2;2000;16;0.77;tanh;-0.9
372;SA;MLP;2;2000;16;0.77;tanh;-0.9
373;SA;MLP;2;2000;16;0.77;tanh;-0.9
374;SA;MLP;2;2000;16;0.77;tanh;-0.9
375;SA;MLP;2;2000;16;0.77;tanh;-0.9
376;SA;MLP;2;2000;16;0.77;tanh;-0.9
377;SA;MLP;2;2000;16;0.77;tanh;-0.9
378;SA;MLP;2;2000;16;0.77;tanh;-0.9
379;SA;MLP;2;2000;16;0.77;tanh;-0.9
380;SA;MLP;2;2000;16;0.77;tanh;-0.9
381;SA;MLP;2;2000;16;0.77;tanh;-0.9
382;SA;MLP;2;2000;16;0.77;tanh;-0.9
383;SA;MLP;2;2000;16;0.77;tanh;-0.9
384;SA;MLP;2;2000;16;0.77;tanh;-0.9
385;SA;MLP;2;2000;16;0.77;tanh;-0.9
386;SA;MLP;2;2000;16;0.77;tanh;-0.9
387;SA;MLP;2;2000;16;0.77;tanh;-0.9
388;SA;MLP;2;2000;16;0.77;tanh;-0.9
389;SA;MLP;2;2000;16;0.77;tanh;-0.9
390;SA;MLP;2;2000;16;0.77;tanh;-0.9
391;SA;MLP;2;2000;16;0.77;tanh;-0.9
392;SA;MLP;2;2000;16;0.77;tanh;-0.9
393;SA;MLP;2;2000;16;0.77;tanh;-0.9
394;SA;MLP;2;2000;16;0.77;tanh;-0.9
395;SA;MLP;2;2000;16;0.77;tanh;-0.9
396;SA;MLP;2;2000;16;0.77;tanh;-0.9
397;SA;MLP;2;2000;16;0.77;tanh;-0.9
398;SA;MLP;2;2000;16;0.77;tanh;-0.9
399;SA;MLP;2;2000;16;0.77;tanh;-0.9
400;SA;MLP;2;2000;16;0.77;tanh;-0.9
401;SA;MLP;2;2000;16;0.77;tanh;-0.9
402;SA;MLP;2;2000;16;0.77;tanh;-0.9
403;SA;MLP;2;2000;16;0.77;tanh;-0.9
404;SA;MLP;2;2000;16;0.77;tanh;-0.9
405;SA;MLP;2;2000;16;0.77;tanh;-0.9
406;SA;MLP;2;2000;16;0.77;tanh;-0.9
407;SA;MLP;2;2000;16;0.77;tanh;-0.9
408;SA;MLP;2;2000;16;0.77;tanh;-0.9
409;SA;MLP;2;2000;16;0.77;tanh;-0.9
410;SA;MLP;2;2000;16;0.77;tanh;-0.9
411;SA;MLP;2;2000;16;0.77;tanh;-0.9
412;SA;MLP;2;2000;16;0.77;tanh;-0.9
413;SA;MLP;2;2000;16;0.77;tanh;-0.9
414;SA;MLP;2;2000;16;0.77;tanh;-0.9
415;SA;MLP;2;2000;16;0.77;tanh;-0.9
416;SA;MLP;2;2000;16;0.77;tanh;-0.9
417;SA;MLP;2;2000;16;0.77;tanh;-0.9
418;SA;MLP;2;2000;16;0.77;tanh;-0.9
419;SA;MLP;2;2000;16;0.77;tanh;-0.9
420;SA;MLP;2;2000;16;0.77;tanh;-0.9
421;SA;MLP;2;2000;16;0.77;tanh;-0.9
422;SA;MLP;2;2000;16;0.77;tanh;-0.9
423;SA;MLP;2;2000;16;0.77;tanh;-0.9
424;SA;MLP;2;2000;16;0.77;tanh;-0.9
425;SA;MLP;2;2000;16;0.77;tanh;-0.9
426;SA;MLP;2;2000;16;0.77;tanh;-0.9
427;SA;MLP;2;2000;16;0.77;tanh;-0.9
428;SA;MLP;2;2000;16;0.77;tanh;-0.9
429;SA;MLP;2;2000;16;0.77;tanh;-0.9
430;SA;MLP;2;2000;16;0.77;tanh;-0.9
431;SA;MLP;2;2000;16;0.77;tanh;-0.9
432;SA;MLP;2;2000;16;0.77;tanh;-0.9
433;SA;MLP;2;2000;16;0.77;tanh;-0.9
434;SA;MLP;2;2000;16;0.77;tanh;-0.9
435;SA;MLP;2;2000;16;0.77;tanh;-0.9
436;SA;MLP;2;2000;16;0.77;tanh;-0.9
437;SA;MLP;2;2000;16;0.77;tanh;-0.9
438;SA;MLP;2;2000;16;0.77;tanh;-0.9
439;SA;MLP;2;2000;16;0.77;tanh;-0.9
440;SA;MLP;2;2000;16;0.77;tanh;-0.9
441;SA;MLP;2;2000;16;0.77;tanh;-0.9
442;SA;MLP;2;2000;16;0.77;tanh;-0.9
443;SA;MLP;2;2000;16;0.77;tanh;-0.9
444;SA;MLP;2;2000;16;0.77;tanh;-0.9
445;SA;MLP;2;2000;16;0.77;tanh;-0.9
446;SA;MLP;2;2000;16;0.77;tanh;-0.9
447;SA;MLP;2;2000;16;0.77;tanh;-0.9
448;SA;MLP;2;2000;16;0.77;tanh;-0.9
449;SA;MLP;2;2000;16;0.77;tanh;-0.9
450;SA;MLP;2;2000;16;0.77;tanh;-0.9
451;SA;MLP;2;2000;16;0.77;tanh;-0.9
