;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;399;36;gblinear;0.1252;0.1539;-0.9
1;399;36;gblinear;0.1252;0.1539;-0.9
2;399;36;gblinear;0.1252;0.1539;-0.9
3;399;36;gblinear;0.1252;0.1539;-0.9
4;399;36;gblinear;0.1252;0.1539;-0.9
5;399;36;gblinear;0.1252;0.1539;-0.9
6;377;17;gblinear;0.0994;0.0355;-0.925
7;377;17;gblinear;0.0994;0.0355;-0.925
8;377;17;gblinear;0.0994;0.0355;-0.925
9;377;17;gblinear;0.0994;0.0355;-0.925
10;377;17;gblinear;0.0994;0.0355;-0.925
11;377;17;gblinear;0.0994;0.0355;-0.925
12;377;17;gblinear;0.0994;0.0355;-0.925
13;377;17;gblinear;0.0994;0.0355;-0.925
14;377;17;gblinear;0.0994;0.0355;-0.925
