;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
675;PSO;MLP;2;4000;22;0.626;logistic;-0.925
676;PSO;MLP;2;4000;22;0.626;logistic;-0.925
677;PSO;MLP;2;4000;22;0.626;logistic;-0.925
678;PSO;MLP;2;4000;22;0.626;logistic;-0.925
679;PSO;MLP;2;4000;22;0.626;logistic;-0.925
680;PSO;MLP;2;4000;22;0.626;logistic;-0.925
681;PSO;MLP;2;4000;22;0.626;logistic;-0.925
682;PSO;MLP;2;4000;22;0.626;logistic;-0.925
683;PSO;MLP;2;4000;22;0.626;logistic;-0.925
684;PSO;MLP;2;4000;22;0.626;logistic;-0.925
685;PSO;MLP;2;4000;22;0.626;logistic;-0.925
686;PSO;MLP;2;4000;22;0.626;logistic;-0.925
687;PSO;MLP;2;4000;22;0.626;logistic;-0.925
688;PSO;MLP;2;4000;22;0.626;logistic;-0.925
689;PSO;MLP;2;4000;22;0.626;logistic;-0.925
690;PSO;MLP;2;4000;22;0.626;logistic;-0.925
691;PSO;MLP;2;4000;22;0.626;logistic;-0.925
692;PSO;MLP;2;4000;22;0.626;logistic;-0.925
693;PSO;MLP;2;4000;22;0.626;logistic;-0.925
694;PSO;MLP;2;4000;22;0.626;logistic;-0.925
695;PSO;MLP;2;4000;22;0.626;logistic;-0.925
696;PSO;MLP;2;4000;22;0.626;logistic;-0.925
697;PSO;MLP;2;4000;22;0.626;logistic;-0.925
698;PSO;MLP;2;4000;22;0.626;logistic;-0.925
699;PSO;MLP;2;4000;22;0.626;logistic;-0.925
700;PSO;MLP;2;4000;22;0.626;logistic;-0.925
701;PSO;MLP;2;4000;22;0.626;logistic;-0.925
702;PSO;MLP;2;4000;22;0.626;logistic;-0.925
703;PSO;MLP;2;4000;22;0.626;logistic;-0.925
704;PSO;MLP;2;4000;22;0.626;logistic;-0.925
705;PSO;MLP;2;4000;22;0.626;logistic;-0.925
706;PSO;MLP;2;4000;22;0.626;logistic;-0.925
