;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
2025;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2026;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2027;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2028;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2029;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2030;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2031;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2032;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2033;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2034;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2035;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2036;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2037;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2038;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2039;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2040;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2041;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2042;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2043;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2044;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2045;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2046;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2047;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2048;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2049;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2050;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2051;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2052;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2053;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2054;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2055;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2056;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2057;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2058;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
2059;PSO;RF;2;10000;91.0;314.0;8.0;5.0;-0.775
