;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;226;180;gblinear;0.0842;0.1918;-0.875
1;122;156;gblinear;0.3362;0.0351;-0.9
2;122;156;gblinear;0.3362;0.0351;-0.9
3;122;156;gblinear;0.3362;0.0351;-0.9
4;122;156;gblinear;0.3362;0.0351;-0.9
5;122;156;gblinear;0.3362;0.0351;-0.9
6;122;156;gblinear;0.3362;0.0351;-0.9
7;122;156;gblinear;0.3362;0.0351;-0.9
8;122;156;gblinear;0.3362;0.0351;-0.9
9;122;156;gblinear;0.3362;0.0351;-0.9
10;122;156;gblinear;0.3362;0.0351;-0.9
11;122;156;gblinear;0.3362;0.0351;-0.9
12;122;156;gblinear;0.3362;0.0351;-0.9
13;122;156;gblinear;0.3362;0.0351;-0.9
14;122;156;gblinear;0.3362;0.0351;-0.9
